"User_ID";"Campaign";"Channel";"Last_Touch_Time";"Conversion_Date";"Revenue"
"U01755";"Winter Sale";"Facebook Ads";"2025-01-06 00:00:00";"2025-01-07 00:00:00";290.8
"U01773";"Lookalike Audience";"Facebook Ads";"2025-06-08 00:00:00";"2025-06-10 00:00:00";964.25
"U01774";"Winter Sale";"Facebook Ads";"2025-04-04 00:00:00";"2025-04-05 00:00:00";835.03
"U01777";"Organic Landing";"Organic Search";"2025-05-18 00:00:00";"2025-05-20 00:00:00";96.2
"U01781";"Influencer Push";"TikTok Ads";"2025-01-26 00:00:00";"2025-01-28 00:00:00";220.5
"U01783";"Influencer Push";"TikTok Ads";"2025-01-07 00:00:00";"2025-01-08 00:00:00";453.57
"U01785";"SEO Blog";"Organic Search";"2025-03-12 00:00:00";"2025-03-14 00:00:00";642.54
"U01790";"Brand Search";"Google Ads";"2025-01-28 00:00:00";"2025-01-30 00:00:00";908.46
"U01792";"Competitor Search";"Google Ads";"2025-06-12 00:00:00";"2025-06-14 00:00:00";930.63
"U01794";"Competitor Search";"Google Ads";"2025-02-10 00:00:00";"2025-02-13 00:00:00";1103.85
"U01800";"Generic Search";"Google Ads";"2025-04-11 00:00:00";"2025-04-12 00:00:00";125.61
"U01802";"Competitor Search";"Google Ads";"2025-01-29 00:00:00";"2025-02-01 00:00:00";1141.47
"U01803";"UGC Campaign";"TikTok Ads";"2025-03-20 00:00:00";"2025-03-21 00:00:00";1062.88
"U01805";"Organic Landing";"Organic Search";"2025-06-27 00:00:00";"2025-06-28 00:00:00";323.26
"U01806";"Winter Sale";"Facebook Ads";"2025-03-14 00:00:00";"2025-03-16 00:00:00";478.74
"U01810";"Lookalike Audience";"Facebook Ads";"2025-03-27 00:00:00";"2025-03-29 00:00:00";675.17
"U01825";"Retargeting";"Facebook Ads";"2025-01-28 00:00:00";"2025-01-28 00:00:00";433.39
"U01831";"SEO Blog";"Organic Search";"2025-05-02 00:00:00";"2025-05-02 00:00:00";372.05
"U01863";"Organic Landing";"Organic Search";"2025-05-17 00:00:00";"2025-05-19 00:00:00";305.12
"U01866";"Brand Search";"Google Ads";"2025-06-23 00:00:00";"2025-06-24 00:00:00";606.25
"U01868";"SEO Blog";"Organic Search";"2025-01-31 00:00:00";"2025-02-02 00:00:00";258.85
"U01873";"Competitor Search";"Google Ads";"2025-02-21 00:00:00";"2025-02-24 00:00:00";508.91
"U01874";"Organic Landing";"Organic Search";"2025-06-03 00:00:00";"2025-06-03 00:00:00";1172.18
"U01875";"Lookalike Audience";"Facebook Ads";"2025-03-10 00:00:00";"2025-03-11 00:00:00";635.74
"U01881";"Competitor Search";"Google Ads";"2025-05-03 00:00:00";"2025-05-04 00:00:00";450.23
"U01882";"Lookalike Audience";"Facebook Ads";"2025-03-27 00:00:00";"2025-03-28 00:00:00";671.18
"U01890";"SEO Blog";"Organic Search";"2025-01-07 00:00:00";"2025-01-07 00:00:00";797.05
"U01891";"Winter Sale";"Facebook Ads";"2025-06-29 00:00:00";"2025-07-01 00:00:00";535.86
"U01903";"Lookalike Audience";"Facebook Ads";"2025-02-19 00:00:00";"2025-02-19 00:00:00";1083.76
"U01904";"SEO Blog";"Organic Search";"2025-03-26 00:00:00";"2025-03-27 00:00:00";946.73
"U01907";"Organic Landing";"Organic Search";"2025-01-10 00:00:00";"2025-01-12 00:00:00";756.9
"U01914";"Awareness Blast";"TikTok Ads";"2025-06-28 00:00:00";"2025-06-29 00:00:00";308.06
"U01924";"Influencer Push";"TikTok Ads";"2025-04-15 00:00:00";"2025-04-15 00:00:00";945.74
"U01928";"Awareness Blast";"TikTok Ads";"2025-02-07 00:00:00";"2025-02-07 00:00:00";1125.48
"U01936";"Organic Landing";"Organic Search";"2025-06-21 00:00:00";"2025-06-23 00:00:00";163.75
"U01940";"Retargeting";"Facebook Ads";"2025-06-26 00:00:00";"2025-06-27 00:00:00";1152.86
"U01943";"Competitor Search";"Google Ads";"2025-04-07 00:00:00";"2025-04-10 00:00:00";551.72
"U01945";"Brand Search";"Google Ads";"2025-03-13 00:00:00";"2025-03-14 00:00:00";694.76
"U01952";"Awareness Blast";"TikTok Ads";"2025-04-10 00:00:00";"2025-04-12 00:00:00";91.52
"U01953";"Organic Landing";"Organic Search";"2025-01-23 00:00:00";"2025-01-25 00:00:00";983.19
"U01972";"Generic Search";"Google Ads";"2025-01-28 00:00:00";"2025-01-28 00:00:00";976.38
"U01973";"Influencer Push";"TikTok Ads";"2025-04-26 00:00:00";"2025-04-27 00:00:00";1060.47
"U01974";"Influencer Push";"TikTok Ads";"2025-01-09 00:00:00";"2025-01-10 00:00:00";1017.99
"U01975";"Organic Landing";"Organic Search";"2025-06-30 00:00:00";"2025-07-02 00:00:00";451.62
"U01981";"Organic Landing";"Organic Search";"2025-01-27 00:00:00";"2025-01-30 00:00:00";634.17
"U01991";"Retargeting";"Facebook Ads";"2025-06-02 00:00:00";"2025-06-05 00:00:00";129.71
"U02000";"SEO Blog";"Organic Search";"2025-04-10 00:00:00";"2025-04-10 00:00:00";113.98
"U02008";"Organic Landing";"Organic Search";"2025-02-23 00:00:00";"2025-02-23 00:00:00";452.34
"U02018";"Generic Search";"Google Ads";"2025-04-15 00:00:00";"2025-04-15 00:00:00";147.87
"U02019";"Brand Search";"Google Ads";"2025-06-08 00:00:00";"2025-06-08 00:00:00";293.12
"U02023";"Competitor Search";"Google Ads";"2025-06-17 00:00:00";"2025-06-18 00:00:00";901.36
"U02024";"Brand Search";"Google Ads";"2025-06-15 00:00:00";"2025-06-17 00:00:00";490.64
"U02030";"Generic Search";"Google Ads";"2025-04-08 00:00:00";"2025-04-09 00:00:00";1041.39
"U02032";"Influencer Push";"TikTok Ads";"2025-01-20 00:00:00";"2025-01-21 00:00:00";982.21
"U02034";"Organic Landing";"Organic Search";"2025-06-04 00:00:00";"2025-06-05 00:00:00";888.21
"U02046";"Winter Sale";"Facebook Ads";"2025-05-31 00:00:00";"2025-06-03 00:00:00";256.0
"U02055";"Winter Sale";"Facebook Ads";"2025-04-30 00:00:00";"2025-05-03 00:00:00";932.5
"U02059";"Awareness Blast";"TikTok Ads";"2025-04-11 00:00:00";"2025-04-12 00:00:00";564.71
"U02060";"Competitor Search";"Google Ads";"2025-01-26 00:00:00";"2025-01-27 00:00:00";795.89
"U02064";"Awareness Blast";"TikTok Ads";"2025-06-11 00:00:00";"2025-06-12 00:00:00";538.24
"U02065";"Organic Landing";"Organic Search";"2025-03-12 00:00:00";"2025-03-14 00:00:00";1175.78
"U02067";"Influencer Push";"TikTok Ads";"2025-07-08 00:00:00";"2025-07-11 00:00:00";1159.16
"U02069";"Winter Sale";"Facebook Ads";"2025-01-31 00:00:00";"2025-01-31 00:00:00";160.69
"U02084";"Winter Sale";"Facebook Ads";"2025-05-10 00:00:00";"2025-05-11 00:00:00";522.39
"U02087";"Influencer Push";"TikTok Ads";"2025-03-07 00:00:00";"2025-03-08 00:00:00";981.35
"U02088";"Retargeting";"Facebook Ads";"2025-05-23 00:00:00";"2025-05-23 00:00:00";198.84
"U02092";"Organic Landing";"Organic Search";"2025-05-17 00:00:00";"2025-05-17 00:00:00";416.96
"U02096";"Lookalike Audience";"Facebook Ads";"2025-01-26 00:00:00";"2025-01-28 00:00:00";1105.34
"U02097";"Brand Search";"Google Ads";"2025-07-09 00:00:00";"2025-07-11 00:00:00";770.31
"U02105";"Retargeting";"Facebook Ads";"2025-04-16 00:00:00";"2025-04-16 00:00:00";298.17
"U02127";"Influencer Push";"TikTok Ads";"2025-06-17 00:00:00";"2025-06-20 00:00:00";1058.32
"U02129";"Influencer Push";"TikTok Ads";"2025-06-01 00:00:00";"2025-06-01 00:00:00";188.78
"U02134";"Competitor Search";"Google Ads";"2025-01-31 00:00:00";"2025-02-01 00:00:00";311.22
"U02135";"Lookalike Audience";"Facebook Ads";"2025-04-10 00:00:00";"2025-04-11 00:00:00";440.85
"U02136";"Winter Sale";"Facebook Ads";"2025-05-30 00:00:00";"2025-05-31 00:00:00";527.08
"U02137";"Brand Search";"Google Ads";"2025-07-01 00:00:00";"2025-07-03 00:00:00";620.85
"U02149";"SEO Blog";"Organic Search";"2025-02-09 00:00:00";"2025-02-10 00:00:00";659.08
"U02150";"Organic Landing";"Organic Search";"2025-03-29 00:00:00";"2025-03-30 00:00:00";200.63
"U02163";"SEO Blog";"Organic Search";"2025-01-05 00:00:00";"2025-01-06 00:00:00";658.61
"U02173";"Retargeting";"Facebook Ads";"2025-05-10 00:00:00";"2025-05-12 00:00:00";435.87
"U02176";"Retargeting";"Facebook Ads";"2025-03-08 00:00:00";"2025-03-11 00:00:00";1057.93
"U02180";"Winter Sale";"Facebook Ads";"2025-03-06 00:00:00";"2025-03-07 00:00:00";460.16
"U02181";"Generic Search";"Google Ads";"2025-07-04 00:00:00";"2025-07-06 00:00:00";112.32
"U02183";"Winter Sale";"Facebook Ads";"2025-04-01 00:00:00";"2025-04-02 00:00:00";295.96
"U02188";"UGC Campaign";"TikTok Ads";"2025-06-26 00:00:00";"2025-06-26 00:00:00";879.39
"U02196";"Influencer Push";"TikTok Ads";"2025-02-12 00:00:00";"2025-02-14 00:00:00";468.36
"U02222";"Lookalike Audience";"Facebook Ads";"2025-02-02 00:00:00";"2025-02-03 00:00:00";937.91
"U02228";"Competitor Search";"Google Ads";"2025-03-18 00:00:00";"2025-03-21 00:00:00";83.23
"U02232";"Organic Landing";"Organic Search";"2025-04-16 00:00:00";"2025-04-17 00:00:00";632.32
"U02236";"Competitor Search";"Google Ads";"2025-01-26 00:00:00";"2025-01-28 00:00:00";893.21
"U02249";"Competitor Search";"Google Ads";"2025-06-19 00:00:00";"2025-06-19 00:00:00";1082.73
"U02252";"Influencer Push";"TikTok Ads";"2025-05-29 00:00:00";"2025-05-29 00:00:00";851.57
"U02269";"Organic Landing";"Organic Search";"2025-05-17 00:00:00";"2025-05-20 00:00:00";1074.4
"U02271";"Influencer Push";"TikTok Ads";"2025-05-12 00:00:00";"2025-05-13 00:00:00";178.01
"U02274";"Retargeting";"Facebook Ads";"2025-05-09 00:00:00";"2025-05-11 00:00:00";567.45
"U02275";"Generic Search";"Google Ads";"2025-04-11 00:00:00";"2025-04-12 00:00:00";999.85
"U02282";"Generic Search";"Google Ads";"2025-01-23 00:00:00";"2025-01-23 00:00:00";300.46
"U02289";"Organic Landing";"Organic Search";"2025-02-22 00:00:00";"2025-02-23 00:00:00";450.8
"U02295";"UGC Campaign";"TikTok Ads";"2025-05-27 00:00:00";"2025-05-29 00:00:00";159.63
"U02296";"Winter Sale";"Facebook Ads";"2025-01-24 00:00:00";"2025-01-25 00:00:00";86.47
"U02298";"Winter Sale";"Facebook Ads";"2025-03-25 00:00:00";"2025-03-28 00:00:00";850.92
"U02300";"Competitor Search";"Google Ads";"2025-07-04 00:00:00";"2025-07-04 00:00:00";1128.05
"U02309";"Awareness Blast";"TikTok Ads";"2025-04-27 00:00:00";"2025-04-27 00:00:00";824.42
"U02311";"Organic Landing";"Organic Search";"2025-02-09 00:00:00";"2025-02-10 00:00:00";377.46
"U02316";"Retargeting";"Facebook Ads";"2025-06-29 00:00:00";"2025-07-01 00:00:00";889.4
"U02319";"Lookalike Audience";"Facebook Ads";"2025-01-11 00:00:00";"2025-01-11 00:00:00";744.37
"U02323";"Lookalike Audience";"Facebook Ads";"2025-03-11 00:00:00";"2025-03-13 00:00:00";94.08
"U02340";"Brand Search";"Google Ads";"2025-01-17 00:00:00";"2025-01-18 00:00:00";971.49
"U02341";"UGC Campaign";"TikTok Ads";"2025-02-11 00:00:00";"2025-02-12 00:00:00";1117.71
"U02343";"Brand Search";"Google Ads";"2025-05-01 00:00:00";"2025-05-01 00:00:00";214.13
"U02349";"SEO Blog";"Organic Search";"2025-03-24 00:00:00";"2025-03-25 00:00:00";1031.49
"U02358";"Brand Search";"Google Ads";"2025-06-13 00:00:00";"2025-06-15 00:00:00";468.65
"U02366";"Brand Search";"Google Ads";"2025-04-13 00:00:00";"2025-04-16 00:00:00";154.49
"U02371";"Lookalike Audience";"Facebook Ads";"2025-05-19 00:00:00";"2025-05-19 00:00:00";1195.91
"U02381";"Brand Search";"Google Ads";"2025-04-19 00:00:00";"2025-04-21 00:00:00";103.07
"U02393";"Winter Sale";"Facebook Ads";"2025-05-01 00:00:00";"2025-05-02 00:00:00";284.81
"U02402";"Brand Search";"Google Ads";"2025-05-31 00:00:00";"2025-06-02 00:00:00";896.06
"U02403";"SEO Blog";"Organic Search";"2025-04-22 00:00:00";"2025-04-23 00:00:00";472.71
"U02405";"Competitor Search";"Google Ads";"2025-01-28 00:00:00";"2025-01-29 00:00:00";1121.95
"U02409";"UGC Campaign";"TikTok Ads";"2025-02-03 00:00:00";"2025-02-06 00:00:00";408.73
"U02423";"Brand Search";"Google Ads";"2025-04-12 00:00:00";"2025-04-14 00:00:00";1197.14
"U02427";"Influencer Push";"TikTok Ads";"2025-01-27 00:00:00";"2025-01-27 00:00:00";686.68
"U02434";"Influencer Push";"TikTok Ads";"2025-01-24 00:00:00";"2025-01-26 00:00:00";332.21
"U02435";"Competitor Search";"Google Ads";"2025-03-18 00:00:00";"2025-03-19 00:00:00";114.28
"U02441";"SEO Blog";"Organic Search";"2025-05-08 00:00:00";"2025-05-09 00:00:00";171.64
"U02444";"Influencer Push";"TikTok Ads";"2025-02-20 00:00:00";"2025-02-21 00:00:00";445.72
"U02453";"Organic Landing";"Organic Search";"2025-01-06 00:00:00";"2025-01-06 00:00:00";577.15
"U02455";"Lookalike Audience";"Facebook Ads";"2025-04-21 00:00:00";"2025-04-24 00:00:00";980.15
"U02467";"Competitor Search";"Google Ads";"2025-05-24 00:00:00";"2025-05-24 00:00:00";130.64
"U02476";"SEO Blog";"Organic Search";"2025-01-26 00:00:00";"2025-01-27 00:00:00";723.49
"U02480";"Winter Sale";"Facebook Ads";"2025-03-24 00:00:00";"2025-03-24 00:00:00";229.82
"U02482";"SEO Blog";"Organic Search";"2025-04-25 00:00:00";"2025-04-27 00:00:00";76.14
"U02483";"Lookalike Audience";"Facebook Ads";"2025-02-23 00:00:00";"2025-02-24 00:00:00";416.37
"U02497";"Influencer Push";"TikTok Ads";"2025-01-13 00:00:00";"2025-01-15 00:00:00";954.27
"U02500";"Retargeting";"Facebook Ads";"2025-03-29 00:00:00";"2025-03-31 00:00:00";827.64
"U02513";"Organic Landing";"Organic Search";"2025-06-27 00:00:00";"2025-06-29 00:00:00";459.43
"U02514";"SEO Blog";"Organic Search";"2025-04-03 00:00:00";"2025-04-03 00:00:00";239.44
"U02515";"Competitor Search";"Google Ads";"2025-06-20 00:00:00";"2025-06-22 00:00:00";1079.91
"U02521";"UGC Campaign";"TikTok Ads";"2025-01-21 00:00:00";"2025-01-23 00:00:00";1199.24
"U02552";"Generic Search";"Google Ads";"2025-02-27 00:00:00";"2025-02-28 00:00:00";283.71
"U02553";"UGC Campaign";"TikTok Ads";"2025-05-02 00:00:00";"2025-05-02 00:00:00";495.61
"U02568";"Retargeting";"Facebook Ads";"2025-03-11 00:00:00";"2025-03-11 00:00:00";299.11
"U02572";"Influencer Push";"TikTok Ads";"2025-05-13 00:00:00";"2025-05-13 00:00:00";822.62
"U02573";"Influencer Push";"TikTok Ads";"2025-04-18 00:00:00";"2025-04-19 00:00:00";268.96
"U02582";"Competitor Search";"Google Ads";"2025-02-27 00:00:00";"2025-02-28 00:00:00";754.81
"U02583";"Influencer Push";"TikTok Ads";"2025-02-28 00:00:00";"2025-03-01 00:00:00";359.68
"U02585";"SEO Blog";"Organic Search";"2025-02-08 00:00:00";"2025-02-11 00:00:00";371.23
"U02590";"Organic Landing";"Organic Search";"2025-07-01 00:00:00";"2025-07-02 00:00:00";795.78
"U02596";"Influencer Push";"TikTok Ads";"2025-04-03 00:00:00";"2025-04-03 00:00:00";1113.13
"U02606";"Generic Search";"Google Ads";"2025-06-24 00:00:00";"2025-06-25 00:00:00";1034.2
"U02619";"Awareness Blast";"TikTok Ads";"2025-05-05 00:00:00";"2025-05-06 00:00:00";648.89
"U02627";"Awareness Blast";"TikTok Ads";"2025-03-27 00:00:00";"2025-03-27 00:00:00";675.05
"U02639";"Awareness Blast";"TikTok Ads";"2025-07-13 00:00:00";"2025-07-16 00:00:00";597.72
"U02645";"Organic Landing";"Organic Search";"2025-06-21 00:00:00";"2025-06-24 00:00:00";609.51
"U02646";"Influencer Push";"TikTok Ads";"2025-06-21 00:00:00";"2025-06-21 00:00:00";925.2
"U02657";"Influencer Push";"TikTok Ads";"2025-03-29 00:00:00";"2025-03-30 00:00:00";820.75
"U02662";"Lookalike Audience";"Facebook Ads";"2025-03-26 00:00:00";"2025-03-26 00:00:00";808.12
"U02670";"Awareness Blast";"TikTok Ads";"2025-01-12 00:00:00";"2025-01-13 00:00:00";1063.05
"U02673";"Winter Sale";"Facebook Ads";"2025-06-04 00:00:00";"2025-06-06 00:00:00";1027.38
"U02680";"Competitor Search";"Google Ads";"2025-04-29 00:00:00";"2025-04-30 00:00:00";213.98
"U02698";"Retargeting";"Facebook Ads";"2025-04-01 00:00:00";"2025-04-03 00:00:00";1168.03
"U02707";"SEO Blog";"Organic Search";"2025-05-01 00:00:00";"2025-05-02 00:00:00";915.88
"U02726";"UGC Campaign";"TikTok Ads";"2025-05-02 00:00:00";"2025-05-02 00:00:00";327.1
"U02738";"Winter Sale";"Facebook Ads";"2025-05-15 00:00:00";"2025-05-17 00:00:00";567.73
"U02740";"Brand Search";"Google Ads";"2025-01-17 00:00:00";"2025-01-20 00:00:00";914.76
"U02757";"UGC Campaign";"TikTok Ads";"2025-05-03 00:00:00";"2025-05-06 00:00:00";909.89
"U02766";"UGC Campaign";"TikTok Ads";"2025-06-24 00:00:00";"2025-06-25 00:00:00";943.9
"U02770";"Competitor Search";"Google Ads";"2025-05-18 00:00:00";"2025-05-20 00:00:00";827.08
"U02775";"Generic Search";"Google Ads";"2025-04-11 00:00:00";"2025-04-13 00:00:00";605.38
"U02785";"Competitor Search";"Google Ads";"2025-06-05 00:00:00";"2025-06-07 00:00:00";792.65
"U02788";"UGC Campaign";"TikTok Ads";"2025-02-19 00:00:00";"2025-02-21 00:00:00";745.45
"U02813";"Lookalike Audience";"Facebook Ads";"2025-05-04 00:00:00";"2025-05-05 00:00:00";956.39
"U02817";"UGC Campaign";"TikTok Ads";"2025-06-05 00:00:00";"2025-06-05 00:00:00";466.16
"U02820";"Winter Sale";"Facebook Ads";"2025-05-16 00:00:00";"2025-05-18 00:00:00";904.15
"U02821";"Lookalike Audience";"Facebook Ads";"2025-02-09 00:00:00";"2025-02-11 00:00:00";720.82
"U02822";"SEO Blog";"Organic Search";"2025-02-26 00:00:00";"2025-02-28 00:00:00";1193.34
"U02839";"Generic Search";"Google Ads";"2025-03-17 00:00:00";"2025-03-19 00:00:00";899.77
"U02840";"Influencer Push";"TikTok Ads";"2025-04-18 00:00:00";"2025-04-20 00:00:00";998.06
"U02844";"Brand Search";"Google Ads";"2025-01-25 00:00:00";"2025-01-27 00:00:00";360.25
"U02857";"Generic Search";"Google Ads";"2025-06-07 00:00:00";"2025-06-07 00:00:00";727.94
"U02862";"SEO Blog";"Organic Search";"2025-05-02 00:00:00";"2025-05-05 00:00:00";914.68
"U02873";"Lookalike Audience";"Facebook Ads";"2025-02-24 00:00:00";"2025-02-25 00:00:00";1139.52
"U02878";"Generic Search";"Google Ads";"2025-02-01 00:00:00";"2025-02-02 00:00:00";1072.78
"U02881";"Generic Search";"Google Ads";"2025-06-20 00:00:00";"2025-06-20 00:00:00";802.31
"U02897";"Generic Search";"Google Ads";"2025-05-05 00:00:00";"2025-05-06 00:00:00";982.09
"U02898";"SEO Blog";"Organic Search";"2025-06-22 00:00:00";"2025-06-24 00:00:00";449.34
"U02901";"Lookalike Audience";"Facebook Ads";"2025-02-21 00:00:00";"2025-02-23 00:00:00";784.14
"U02905";"Generic Search";"Google Ads";"2025-04-14 00:00:00";"2025-04-14 00:00:00";584.66
"U02915";"Organic Landing";"Organic Search";"2025-02-07 00:00:00";"2025-02-07 00:00:00";557.53
"U02916";"UGC Campaign";"TikTok Ads";"2025-04-05 00:00:00";"2025-04-07 00:00:00";943.02
"U02921";"Winter Sale";"Facebook Ads";"2025-06-25 00:00:00";"2025-06-25 00:00:00";227.29
"U02931";"Generic Search";"Google Ads";"2025-01-13 00:00:00";"2025-01-15 00:00:00";983.49
"U02935";"Influencer Push";"TikTok Ads";"2025-05-30 00:00:00";"2025-06-02 00:00:00";562.36
"U02942";"UGC Campaign";"TikTok Ads";"2025-05-09 00:00:00";"2025-05-12 00:00:00";648.4
"U02943";"UGC Campaign";"TikTok Ads";"2025-01-06 00:00:00";"2025-01-07 00:00:00";467.91
"U02950";"Retargeting";"Facebook Ads";"2025-05-09 00:00:00";"2025-05-10 00:00:00";668.84
"U02953";"Winter Sale";"Facebook Ads";"2025-05-30 00:00:00";"2025-05-31 00:00:00";359.39
"U02966";"Winter Sale";"Facebook Ads";"2025-06-21 00:00:00";"2025-06-21 00:00:00";1051.36
"U02971";"Organic Landing";"Organic Search";"2025-04-16 00:00:00";"2025-04-16 00:00:00";123.55
"U02973";"Winter Sale";"Facebook Ads";"2025-06-22 00:00:00";"2025-06-25 00:00:00";987.86
"U02975";"Retargeting";"Facebook Ads";"2025-04-17 00:00:00";"2025-04-20 00:00:00";329.2
"U02977";"Winter Sale";"Facebook Ads";"2025-05-02 00:00:00";"2025-05-03 00:00:00";1103.53
"U02982";"Retargeting";"Facebook Ads";"2025-05-04 00:00:00";"2025-05-05 00:00:00";1000.54
"U02988";"Retargeting";"Facebook Ads";"2025-02-10 00:00:00";"2025-02-13 00:00:00";263.82
"U02991";"SEO Blog";"Organic Search";"2025-06-16 00:00:00";"2025-06-18 00:00:00";782.04
"U02997";"Influencer Push";"TikTok Ads";"2025-01-18 00:00:00";"2025-01-19 00:00:00";665.32
"U02999";"Brand Search";"Google Ads";"2025-03-26 00:00:00";"2025-03-26 00:00:00";142.92
"U03004";"Influencer Push";"TikTok Ads";"2025-02-20 00:00:00";"2025-02-21 00:00:00";391.62
"U03006";"Winter Sale";"Facebook Ads";"2025-03-02 00:00:00";"2025-03-02 00:00:00";1165.56
"U03007";"Organic Landing";"Organic Search";"2025-02-13 00:00:00";"2025-02-13 00:00:00";113.05
"U03031";"Competitor Search";"Google Ads";"2025-05-21 00:00:00";"2025-05-24 00:00:00";115.2
"U03046";"Organic Landing";"Organic Search";"2025-05-07 00:00:00";"2025-05-10 00:00:00";711.06
"U03057";"Awareness Blast";"TikTok Ads";"2025-03-16 00:00:00";"2025-03-18 00:00:00";219.94
"U03058";"SEO Blog";"Organic Search";"2025-05-22 00:00:00";"2025-05-22 00:00:00";185.08
"U03065";"Generic Search";"Google Ads";"2025-03-23 00:00:00";"2025-03-23 00:00:00";418.4
"U03077";"UGC Campaign";"TikTok Ads";"2025-06-25 00:00:00";"2025-06-28 00:00:00";348.71
"U03081";"Retargeting";"Facebook Ads";"2025-01-10 00:00:00";"2025-01-11 00:00:00";1051.95
"U03082";"Winter Sale";"Facebook Ads";"2025-04-27 00:00:00";"2025-04-29 00:00:00";619.99
"U03090";"UGC Campaign";"TikTok Ads";"2025-02-07 00:00:00";"2025-02-09 00:00:00";724.02
"U03101";"Retargeting";"Facebook Ads";"2025-03-25 00:00:00";"2025-03-27 00:00:00";919.16
"U03102";"SEO Blog";"Organic Search";"2025-01-23 00:00:00";"2025-01-23 00:00:00";970.12
"U03104";"UGC Campaign";"TikTok Ads";"2025-02-01 00:00:00";"2025-02-02 00:00:00";134.14
"U03111";"Awareness Blast";"TikTok Ads";"2025-01-19 00:00:00";"2025-01-22 00:00:00";921.99
"U03119";"Brand Search";"Google Ads";"2025-06-08 00:00:00";"2025-06-10 00:00:00";808.24
"U03130";"UGC Campaign";"TikTok Ads";"2025-02-17 00:00:00";"2025-02-18 00:00:00";1193.95
"U03144";"Generic Search";"Google Ads";"2025-06-23 00:00:00";"2025-06-24 00:00:00";609.92
"U03151";"Winter Sale";"Facebook Ads";"2025-01-23 00:00:00";"2025-01-25 00:00:00";220.34
"U03158";"Generic Search";"Google Ads";"2025-03-01 00:00:00";"2025-03-03 00:00:00";1170.11
"U03162";"UGC Campaign";"TikTok Ads";"2025-05-22 00:00:00";"2025-05-22 00:00:00";266.64
"U03167";"Lookalike Audience";"Facebook Ads";"2025-03-02 00:00:00";"2025-03-05 00:00:00";227.95
"U03169";"Competitor Search";"Google Ads";"2025-05-18 00:00:00";"2025-05-18 00:00:00";841.86
"U03170";"Generic Search";"Google Ads";"2025-02-17 00:00:00";"2025-02-19 00:00:00";1108.79
"U03177";"Generic Search";"Google Ads";"2025-05-26 00:00:00";"2025-05-26 00:00:00";344.64
"U03183";"Awareness Blast";"TikTok Ads";"2025-03-09 00:00:00";"2025-03-12 00:00:00";923.11
"U03185";"Awareness Blast";"TikTok Ads";"2025-03-30 00:00:00";"2025-04-01 00:00:00";300.75
"U03197";"Influencer Push";"TikTok Ads";"2025-03-23 00:00:00";"2025-03-24 00:00:00";790.4
"U03206";"SEO Blog";"Organic Search";"2025-03-17 00:00:00";"2025-03-19 00:00:00";249.95
"U03218";"Winter Sale";"Facebook Ads";"2025-05-10 00:00:00";"2025-05-10 00:00:00";273.49
"U03219";"Organic Landing";"Organic Search";"2025-05-06 00:00:00";"2025-05-06 00:00:00";736.79
"U03243";"Awareness Blast";"TikTok Ads";"2025-06-10 00:00:00";"2025-06-11 00:00:00";1194.43
"U03249";"SEO Blog";"Organic Search";"2025-06-27 00:00:00";"2025-06-28 00:00:00";207.46
"U03250";"Competitor Search";"Google Ads";"2025-06-06 00:00:00";"2025-06-08 00:00:00";496.21
"U03260";"Competitor Search";"Google Ads";"2025-03-23 00:00:00";"2025-03-26 00:00:00";422.52
"U03264";"Winter Sale";"Facebook Ads";"2025-01-26 00:00:00";"2025-01-28 00:00:00";955.14
"U03267";"Awareness Blast";"TikTok Ads";"2025-06-04 00:00:00";"2025-06-05 00:00:00";485.04
"U03269";"Lookalike Audience";"Facebook Ads";"2025-03-13 00:00:00";"2025-03-14 00:00:00";806.3
"U03275";"Influencer Push";"TikTok Ads";"2025-04-28 00:00:00";"2025-04-30 00:00:00";1196.64
"U03291";"Brand Search";"Google Ads";"2025-05-11 00:00:00";"2025-05-12 00:00:00";276.76
"U03300";"Winter Sale";"Facebook Ads";"2025-06-30 00:00:00";"2025-06-30 00:00:00";189.2
"U03303";"Organic Landing";"Organic Search";"2025-06-23 00:00:00";"2025-06-24 00:00:00";823.41
"U03307";"UGC Campaign";"TikTok Ads";"2025-05-13 00:00:00";"2025-05-15 00:00:00";1094.56
"U03311";"Organic Landing";"Organic Search";"2025-01-23 00:00:00";"2025-01-24 00:00:00";107.72
"U03329";"UGC Campaign";"TikTok Ads";"2025-03-08 00:00:00";"2025-03-10 00:00:00";729.87
"U03330";"Winter Sale";"Facebook Ads";"2025-06-30 00:00:00";"2025-07-01 00:00:00";456.57
"U03333";"Awareness Blast";"TikTok Ads";"2025-04-18 00:00:00";"2025-04-19 00:00:00";579.69
"U03345";"Winter Sale";"Facebook Ads";"2025-05-24 00:00:00";"2025-05-26 00:00:00";390.18
"U03346";"Competitor Search";"Google Ads";"2025-03-09 00:00:00";"2025-03-11 00:00:00";95.4
"U03349";"Winter Sale";"Facebook Ads";"2025-05-13 00:00:00";"2025-05-14 00:00:00";832.29
"U03359";"Organic Landing";"Organic Search";"2025-04-17 00:00:00";"2025-04-19 00:00:00";1111.26
"U03363";"Generic Search";"Google Ads";"2025-01-26 00:00:00";"2025-01-26 00:00:00";518.74
"U03369";"SEO Blog";"Organic Search";"2025-06-18 00:00:00";"2025-06-18 00:00:00";1119.85
