user_id,conversion_date,revenue,Date,Hour,Weekday,Month,user_id_clean
U02000,2025-04-10 03:22:33+00:00,113.98,2025-04-10,3,Thursday,April,u02000
U02008,2025-02-23 20:05:04+00:00,452.34,2025-02-23,20,Sunday,February,u02008
U02018,2025-04-15 09:26:18+00:00,147.87,2025-04-15,9,Tuesday,April,u02018
U02019,2025-06-08 20:31:53+00:00,293.12,2025-06-08,20,Sunday,June,u02019
U02023,2025-06-18 21:28:00+00:00,901.36,2025-06-18,21,Wednesday,June,u02023
U02024,2025-06-17 06:30:36+00:00,490.64,2025-06-17,6,Tuesday,June,u02024
U02030,2025-04-09 00:13:24+00:00,1041.39,2025-04-09,0,Wednesday,April,u02030
U02032,2025-01-21 20:18:15+00:00,982.21,2025-01-21,20,Tuesday,January,u02032
U02034,2025-06-05 04:22:09+00:00,888.21,2025-06-05,4,Thursday,June,u02034
U02046,2025-06-03 05:19:47+00:00,256.0,2025-06-03,5,Tuesday,June,u02046
U02055,2025-05-03 04:20:30+00:00,932.5,2025-05-03,4,Saturday,May,u02055
U02059,2025-04-12 04:01:29+00:00,564.71,2025-04-12,4,Saturday,April,u02059
U02060,2025-01-27 18:53:03+00:00,795.89,2025-01-27,18,Monday,January,u02060
U02064,2025-06-12 18:27:48+00:00,538.24,2025-06-12,18,Thursday,June,u02064
U02065,2025-03-14 06:32:12+00:00,1175.78,2025-03-14,6,Friday,March,u02065
U02067,2025-07-11 16:14:46+00:00,1159.16,2025-07-11,16,Friday,July,u02067
U02069,2025-01-31 13:00:38+00:00,160.69,2025-01-31,13,Friday,January,u02069
U02084,2025-05-11 10:29:53+00:00,522.39,2025-05-11,10,Sunday,May,u02084
U02087,2025-03-08 01:59:31+00:00,981.35,2025-03-08,1,Saturday,March,u02087
U02088,2025-05-23 22:38:00+00:00,198.84,2025-05-23,22,Friday,May,u02088
U02092,2025-05-17 22:47:30+00:00,416.96,2025-05-17,22,Saturday,May,u02092
U02096,2025-01-28 02:23:00+00:00,1105.34,2025-01-28,2,Tuesday,January,u02096
U02097,2025-07-11 16:54:25+00:00,770.31,2025-07-11,16,Friday,July,u02097
U02105,2025-04-16 23:43:00+00:00,298.17,2025-04-16,23,Wednesday,April,u02105
U02127,2025-06-20 12:46:17+00:00,1058.32,2025-06-20,12,Friday,June,u02127
U02129,2025-06-01 17:00:34+00:00,188.78,2025-06-01,17,Sunday,June,u02129
U02134,2025-02-01 04:45:48+00:00,311.22,2025-02-01,4,Saturday,February,u02134
U02135,2025-04-11 23:27:25+00:00,440.85,2025-04-11,23,Friday,April,u02135
U02136,2025-05-31 15:35:31+00:00,527.08,2025-05-31,15,Saturday,May,u02136
U02137,2025-07-03 20:30:22+00:00,620.85,2025-07-03,20,Thursday,July,u02137
U02149,2025-02-10 21:55:00+00:00,659.08,2025-02-10,21,Monday,February,u02149
U02150,2025-03-30 12:10:51+00:00,200.63,2025-03-30,12,Sunday,March,u02150
U02163,2025-01-06 17:07:47+00:00,658.61,2025-01-06,17,Monday,January,u02163
U02173,2025-05-12 11:16:00+00:00,435.87,2025-05-12,11,Monday,May,u02173
U02176,2025-03-11 15:46:00+00:00,1057.93,2025-03-11,15,Tuesday,March,u02176
U02180,2025-03-07 16:52:00+00:00,460.16,2025-03-07,16,Friday,March,u02180
U02181,2025-07-06 12:15:08+00:00,112.32,2025-07-06,12,Sunday,July,u02181
U02183,2025-04-02 09:14:00+00:00,295.96,2025-04-02,9,Wednesday,April,u02183
U02188,2025-06-26 00:12:58+00:00,879.39,2025-06-26,0,Thursday,June,u02188
U02196,2025-02-14 07:53:36+00:00,468.36,2025-02-14,7,Friday,February,u02196
U02222,2025-02-03 12:58:27+00:00,937.91,2025-02-03,12,Monday,February,u02222
U02228,2025-03-21 18:06:00+00:00,83.23,2025-03-21,18,Friday,March,u02228
U02232,2025-04-17 03:51:00+00:00,632.32,2025-04-17,3,Thursday,April,u02232
U02236,2025-01-28 00:27:02+00:00,893.21,2025-01-28,0,Tuesday,January,u02236
U02249,2025-06-19 02:32:00+00:00,1082.73,2025-06-19,2,Thursday,June,u02249
U02252,2025-05-29 16:24:10+00:00,851.57,2025-05-29,16,Thursday,May,u02252
U02269,2025-05-20 04:34:13+00:00,1074.4,2025-05-20,4,Tuesday,May,u02269
U02271,2025-05-13 03:56:00+00:00,178.01,2025-05-13,3,Tuesday,May,u02271
U02274,2025-05-11 08:13:00+00:00,567.45,2025-05-11,8,Sunday,May,u02274
U02275,2025-04-12 20:28:28+00:00,999.85,2025-04-12,20,Saturday,April,u02275
U02282,2025-01-23 01:03:00+00:00,300.46,2025-01-23,1,Thursday,January,u02282
U02289,2025-02-23 08:40:00+00:00,450.8,2025-02-23,8,Sunday,February,u02289
U02295,2025-05-29 09:44:59+00:00,159.63,2025-05-29,9,Thursday,May,u02295
U02296,2025-01-25 23:44:00+00:00,86.47,2025-01-25,23,Saturday,January,u02296
U02298,2025-03-28 06:24:00+00:00,850.92,2025-03-28,6,Friday,March,u02298
U02300,2025-07-04 04:02:00+00:00,1128.05,2025-07-04,4,Friday,July,u02300
U02309,2025-04-27 21:37:00+00:00,824.42,2025-04-27,21,Sunday,April,u02309
U02311,2025-02-10 03:11:07+00:00,377.46,2025-02-10,3,Monday,February,u02311
U02316,2025-07-01 14:46:00+00:00,889.4,2025-07-01,14,Tuesday,July,u02316
U02319,2025-01-11 02:42:41+00:00,744.37,2025-01-11,2,Saturday,January,u02319
U02323,2025-03-13 15:32:00+00:00,94.08,2025-03-13,15,Thursday,March,u02323
U02340,2025-01-18 20:11:59+00:00,971.49,2025-01-18,20,Saturday,January,u02340
U02341,2025-02-12 09:07:39+00:00,1117.71,2025-02-12,9,Wednesday,February,u02341
U02343,2025-05-01 06:59:00+00:00,214.13,2025-05-01,6,Thursday,May,u02343
U02349,2025-03-25 19:00:19+00:00,1031.49,2025-03-25,19,Tuesday,March,u02349
U02358,2025-06-15 09:45:00+00:00,468.65,2025-06-15,9,Sunday,June,u02358
U02366,2025-04-16 01:58:20+00:00,154.49,2025-04-16,1,Wednesday,April,u02366
U02371,2025-05-19 21:55:40+00:00,1195.91,2025-05-19,21,Monday,May,u02371
U02381,2025-04-21 07:20:00+00:00,103.07,2025-04-21,7,Monday,April,u02381
U02393,2025-05-02 06:14:30+00:00,284.81,2025-05-02,6,Friday,May,u02393
U02402,2025-06-02 11:57:22+00:00,896.06,2025-06-02,11,Monday,June,u02402
U02403,2025-04-23 09:41:00+00:00,472.71,2025-04-23,9,Wednesday,April,u02403
U02405,2025-01-29 08:05:13+00:00,1121.95,2025-01-29,8,Wednesday,January,u02405
U02409,2025-02-06 12:37:00+00:00,408.73,2025-02-06,12,Thursday,February,u02409
U02423,2025-04-14 06:31:11+00:00,1197.14,2025-04-14,6,Monday,April,u02423
U02427,2025-01-27 20:45:00+00:00,686.68,2025-01-27,20,Monday,January,u02427
U02434,2025-01-26 07:54:42+00:00,332.21,2025-01-26,7,Sunday,January,u02434
U02435,2025-03-19 06:31:12+00:00,114.28,2025-03-19,6,Wednesday,March,u02435
U02441,2025-05-09 07:02:00+00:00,171.64,2025-05-09,7,Friday,May,u02441
U02444,2025-02-21 06:17:00+00:00,445.72,2025-02-21,6,Friday,February,u02444
U02453,2025-01-06 18:35:26+00:00,577.15,2025-01-06,18,Monday,January,u02453
U02455,2025-04-24 09:38:00+00:00,980.15,2025-04-24,9,Thursday,April,u02455
U02467,2025-05-24 21:30:00+00:00,130.64,2025-05-24,21,Saturday,May,u02467
U02476,2025-01-27 13:56:10+00:00,723.49,2025-01-27,13,Monday,January,u02476
U02480,2025-03-24 16:32:27+00:00,229.82,2025-03-24,16,Monday,March,u02480
U02482,2025-04-27 02:36:18+00:00,76.14,2025-04-27,2,Sunday,April,u02482
U02483,2025-02-24 18:41:00+00:00,416.37,2025-02-24,18,Monday,February,u02483
U02497,2025-01-15 15:37:15+00:00,954.27,2025-01-15,15,Wednesday,January,u02497
U02500,2025-03-31 16:33:00+00:00,827.64,2025-03-31,16,Monday,March,u02500
U02513,2025-06-29 15:38:55+00:00,459.43,2025-06-29,15,Sunday,June,u02513
U02514,2025-04-03 08:15:24+00:00,239.44,2025-04-03,8,Thursday,April,u02514
U02515,2025-06-22 07:07:00+00:00,1079.91,2025-06-22,7,Sunday,June,u02515
U02521,2025-01-23 10:03:00+00:00,1199.24,2025-01-23,10,Thursday,January,u02521
U02552,2025-02-28 06:39:54+00:00,283.71,2025-02-28,6,Friday,February,u02552
U02553,2025-05-02 14:22:33+00:00,495.61,2025-05-02,14,Friday,May,u02553
U02568,2025-03-11 21:19:00+00:00,299.11,2025-03-11,21,Tuesday,March,u02568
U02572,2025-05-13 20:35:00+00:00,822.62,2025-05-13,20,Tuesday,May,u02572
U02573,2025-04-19 18:01:00+00:00,268.96,2025-04-19,18,Saturday,April,u02573
U02582,2025-02-28 23:27:00+00:00,754.81,2025-02-28,23,Friday,February,u02582
U02583,2025-03-01 03:39:50+00:00,359.68,2025-03-01,3,Saturday,March,u02583
U02585,2025-02-11 04:46:00+00:00,371.23,2025-02-11,4,Tuesday,February,u02585
U02590,2025-07-02 03:37:23+00:00,795.78,2025-07-02,3,Wednesday,July,u02590
U02596,2025-04-03 07:45:00+00:00,1113.13,2025-04-03,7,Thursday,April,u02596
U02606,2025-06-25 20:17:00+00:00,1034.2,2025-06-25,20,Wednesday,June,u02606
U02619,2025-05-06 11:05:26+00:00,648.89,2025-05-06,11,Tuesday,May,u02619
U02627,2025-03-27 11:04:09+00:00,675.05,2025-03-27,11,Thursday,March,u02627
U02639,2025-07-16 17:15:32+00:00,597.72,2025-07-16,17,Wednesday,July,u02639
U02645,2025-06-24 12:45:34+00:00,609.51,2025-06-24,12,Tuesday,June,u02645
U02646,2025-06-21 06:55:30+00:00,925.2,2025-06-21,6,Saturday,June,u02646
U02657,2025-03-30 05:34:00+00:00,820.75,2025-03-30,5,Sunday,March,u02657
U02662,2025-03-26 21:19:00+00:00,808.12,2025-03-26,21,Wednesday,March,u02662
U02670,2025-01-13 03:35:00+00:00,1063.05,2025-01-13,3,Monday,January,u02670
U02673,2025-06-06 02:52:38+00:00,1027.38,2025-06-06,2,Friday,June,u02673
U02680,2025-04-30 00:52:00+00:00,213.98,2025-04-30,0,Wednesday,April,u02680
U02698,2025-04-03 17:18:00+00:00,1168.03,2025-04-03,17,Thursday,April,u02698
U02707,2025-05-02 09:43:24+00:00,915.88,2025-05-02,9,Friday,May,u02707
U02726,2025-05-02 16:55:38+00:00,327.1,2025-05-02,16,Friday,May,u02726
U02738,2025-05-17 15:09:00+00:00,567.73,2025-05-17,15,Saturday,May,u02738
U02740,2025-01-20 02:58:36+00:00,914.76,2025-01-20,2,Monday,January,u02740
U02757,2025-05-06 00:35:18+00:00,909.89,2025-05-06,0,Tuesday,May,u02757
U02766,2025-06-25 12:24:00+00:00,943.9,2025-06-25,12,Wednesday,June,u02766
U02770,2025-05-20 10:36:56+00:00,827.08,2025-05-20,10,Tuesday,May,u02770
U02775,2025-04-13 10:24:00+00:00,605.38,2025-04-13,10,Sunday,April,u02775
U02785,2025-06-07 17:07:00+00:00,792.65,2025-06-07,17,Saturday,June,u02785
U02788,2025-02-21 01:37:56+00:00,745.45,2025-02-21,1,Friday,February,u02788
U02813,2025-05-05 18:37:53+00:00,956.39,2025-05-05,18,Monday,May,u02813
U02817,2025-06-05 08:16:55+00:00,466.16,2025-06-05,8,Thursday,June,u02817
U02820,2025-05-18 13:05:15+00:00,904.15,2025-05-18,13,Sunday,May,u02820
U02821,2025-02-11 23:58:14+00:00,720.82,2025-02-11,23,Tuesday,February,u02821
U02822,2025-02-28 11:51:00+00:00,1193.34,2025-02-28,11,Friday,February,u02822
U02839,2025-03-19 19:19:36+00:00,899.77,2025-03-19,19,Wednesday,March,u02839
U02840,2025-04-20 18:00:00+00:00,998.06,2025-04-20,18,Sunday,April,u02840
U02844,2025-01-27 08:03:37+00:00,360.25,2025-01-27,8,Monday,January,u02844
U02857,2025-06-07 10:50:20+00:00,727.94,2025-06-07,10,Saturday,June,u02857
U02862,2025-05-05 04:29:00+00:00,914.68,2025-05-05,4,Monday,May,u02862
U02873,2025-02-25 00:12:17+00:00,1139.52,2025-02-25,0,Tuesday,February,u02873
U02878,2025-02-02 10:52:49+00:00,1072.78,2025-02-02,10,Sunday,February,u02878
U02881,2025-06-20 16:44:33+00:00,802.31,2025-06-20,16,Friday,June,u02881
U02897,2025-05-06 11:15:37+00:00,982.09,2025-05-06,11,Tuesday,May,u02897
U02898,2025-06-24 19:33:01+00:00,449.34,2025-06-24,19,Tuesday,June,u02898
U02901,2025-02-23 18:03:00+00:00,784.14,2025-02-23,18,Sunday,February,u02901
U02905,2025-04-14 21:25:00+00:00,584.66,2025-04-14,21,Monday,April,u02905
U02915,2025-02-07 18:25:48+00:00,557.53,2025-02-07,18,Friday,February,u02915
U02916,2025-04-07 16:48:00+00:00,943.02,2025-04-07,16,Monday,April,u02916
U02921,2025-06-25 20:14:00+00:00,227.29,2025-06-25,20,Wednesday,June,u02921
U02931,2025-01-15 20:36:05+00:00,983.49,2025-01-15,20,Wednesday,January,u02931
U02935,2025-06-02 00:46:52+00:00,562.36,2025-06-02,0,Monday,June,u02935
U02942,2025-05-12 06:40:48+00:00,648.4,2025-05-12,6,Monday,May,u02942
U02943,2025-01-07 00:29:00+00:00,467.91,2025-01-07,0,Tuesday,January,u02943
U02950,2025-05-10 01:19:00+00:00,668.84,2025-05-10,1,Saturday,May,u02950
U02953,2025-05-31 13:49:08+00:00,359.39,2025-05-31,13,Saturday,May,u02953
U02966,2025-06-21 21:52:00+00:00,1051.36,2025-06-21,21,Saturday,June,u02966
U02971,2025-04-16 23:05:51+00:00,123.55,2025-04-16,23,Wednesday,April,u02971
U02973,2025-06-25 19:41:00+00:00,987.86,2025-06-25,19,Wednesday,June,u02973
U02975,2025-04-20 15:36:00+00:00,329.2,2025-04-20,15,Sunday,April,u02975
U02977,2025-05-03 12:42:00+00:00,1103.53,2025-05-03,12,Saturday,May,u02977
U02982,2025-05-05 17:45:00+00:00,1000.54,2025-05-05,17,Monday,May,u02982
U02988,2025-02-13 05:08:46+00:00,263.82,2025-02-13,5,Thursday,February,u02988
U02991,2025-06-18 12:37:50+00:00,782.04,2025-06-18,12,Wednesday,June,u02991
U02997,2025-01-19 10:08:00+00:00,665.32,2025-01-19,10,Sunday,January,u02997
U02999,2025-03-26 22:29:00+00:00,142.92,2025-03-26,22,Wednesday,March,u02999
U03004,2025-02-21 08:47:39+00:00,391.62,2025-02-21,8,Friday,February,u03004
U03006,2025-03-02 19:54:53+00:00,1165.56,2025-03-02,19,Sunday,March,u03006
U03007,2025-02-13 23:54:00+00:00,113.05,2025-02-13,23,Thursday,February,u03007
U03031,2025-05-24 00:04:26+00:00,115.2,2025-05-24,0,Saturday,May,u03031
U03046,2025-05-10 19:02:50+00:00,711.06,2025-05-10,19,Saturday,May,u03046
U03057,2025-03-18 12:38:00+00:00,219.94,2025-03-18,12,Tuesday,March,u03057
U03058,2025-05-22 13:46:00+00:00,185.08,2025-05-22,13,Thursday,May,u03058
U03065,2025-03-23 19:29:56+00:00,418.4,2025-03-23,19,Sunday,March,u03065
U03077,2025-06-28 07:24:00+00:00,348.71,2025-06-28,7,Saturday,June,u03077
U03081,2025-01-11 09:42:50+00:00,1051.95,2025-01-11,9,Saturday,January,u03081
U03082,2025-04-29 05:34:00+00:00,619.99,2025-04-29,5,Tuesday,April,u03082
U03090,2025-02-09 06:32:19+00:00,724.02,2025-02-09,6,Sunday,February,u03090
U03101,2025-03-27 03:01:11+00:00,919.16,2025-03-27,3,Thursday,March,u03101
U03102,2025-01-23 17:06:00+00:00,970.12,2025-01-23,17,Thursday,January,u03102
U03104,2025-02-02 03:29:36+00:00,134.14,2025-02-02,3,Sunday,February,u03104
U03111,2025-01-22 00:19:53+00:00,921.99,2025-01-22,0,Wednesday,January,u03111
U03119,2025-06-10 01:24:40+00:00,808.24,2025-06-10,1,Tuesday,June,u03119
U03130,2025-02-18 06:05:10+00:00,1193.95,2025-02-18,6,Tuesday,February,u03130
U03144,2025-06-24 05:12:00+00:00,609.92,2025-06-24,5,Tuesday,June,u03144
U03151,2025-01-25 09:48:13+00:00,220.34,2025-01-25,9,Saturday,January,u03151
U03158,2025-03-03 14:24:55+00:00,1170.11,2025-03-03,14,Monday,March,u03158
U03162,2025-05-22 19:00:11+00:00,266.64,2025-05-22,19,Thursday,May,u03162
U03167,2025-03-05 13:08:00+00:00,227.95,2025-03-05,13,Wednesday,March,u03167
U03169,2025-05-18 11:27:27+00:00,841.86,2025-05-18,11,Sunday,May,u03169
U03170,2025-02-19 17:45:00+00:00,1108.79,2025-02-19,17,Wednesday,February,u03170
U03177,2025-05-26 22:05:23+00:00,344.64,2025-05-26,22,Monday,May,u03177
U03183,2025-03-12 01:32:32+00:00,923.11,2025-03-12,1,Wednesday,March,u03183
U03185,2025-04-01 21:24:59+00:00,300.75,2025-04-01,21,Tuesday,April,u03185
U03197,2025-03-24 17:05:09+00:00,790.4,2025-03-24,17,Monday,March,u03197
U03206,2025-03-19 05:16:00+00:00,249.95,2025-03-19,5,Wednesday,March,u03206
U03218,2025-05-10 20:48:01+00:00,273.49,2025-05-10,20,Saturday,May,u03218
U03219,2025-05-06 15:41:00+00:00,736.79,2025-05-06,15,Tuesday,May,u03219
U03243,2025-06-11 00:04:01+00:00,1194.43,2025-06-11,0,Wednesday,June,u03243
U03249,2025-06-28 19:40:00+00:00,207.46,2025-06-28,19,Saturday,June,u03249
U03250,2025-06-08 05:50:25+00:00,496.21,2025-06-08,5,Sunday,June,u03250
U03260,2025-03-26 13:42:00+00:00,422.52,2025-03-26,13,Wednesday,March,u03260
U03264,2025-01-28 14:28:35+00:00,955.14,2025-01-28,14,Tuesday,January,u03264
U03267,2025-06-05 09:45:00+00:00,485.04,2025-06-05,9,Thursday,June,u03267
U03269,2025-03-14 00:42:46+00:00,806.3,2025-03-14,0,Friday,March,u03269
U03275,2025-04-30 10:47:00+00:00,1196.64,2025-04-30,10,Wednesday,April,u03275
U03291,2025-05-12 13:33:18+00:00,276.76,2025-05-12,13,Monday,May,u03291
U03300,2025-06-30 19:33:00+00:00,189.2,2025-06-30,19,Monday,June,u03300
U03303,2025-06-24 07:55:45+00:00,823.41,2025-06-24,7,Tuesday,June,u03303
U03307,2025-05-15 13:18:52+00:00,1094.56,2025-05-15,13,Thursday,May,u03307
U03311,2025-01-24 05:13:00+00:00,107.72,2025-01-24,5,Friday,January,u03311
U03329,2025-03-10 00:33:33+00:00,729.87,2025-03-10,0,Monday,March,u03329
U03330,2025-07-01 17:28:25+00:00,456.57,2025-07-01,17,Tuesday,July,u03330
U03333,2025-04-19 12:07:16+00:00,579.69,2025-04-19,12,Saturday,April,u03333
U03345,2025-05-26 08:04:00+00:00,390.18,2025-05-26,8,Monday,May,u03345
U03346,2025-03-11 02:37:37+00:00,95.4,2025-03-11,2,Tuesday,March,u03346
U03349,2025-05-14 16:38:07+00:00,832.29,2025-05-14,16,Wednesday,May,u03349
U03359,2025-04-19 17:26:07+00:00,1111.26,2025-04-19,17,Saturday,April,u03359
U03363,2025-01-26 18:07:17+00:00,518.74,2025-01-26,18,Sunday,January,u03363
U03369,2025-06-18 20:26:00+00:00,1119.85,2025-06-18,20,Wednesday,June,u03369
U03370,2025-01-19 20:36:48+00:00,1073.29,2025-01-19,20,Sunday,January,u03370
U03372,2025-02-22 18:56:00+00:00,373.13,2025-02-22,18,Saturday,February,u03372
U03377,2025-06-22 13:55:00+00:00,145.97,2025-06-22,13,Sunday,June,u03377
U03387,2025-05-03 06:38:31+00:00,952.65,2025-05-03,6,Saturday,May,u03387
U03397,2025-05-29 19:56:55+00:00,1010.1,2025-05-29,19,Thursday,May,u03397
U03399,2025-02-07 00:43:18+00:00,1034.88,2025-02-07,0,Friday,February,u03399
U03408,2025-04-02 23:53:20+00:00,211.56,2025-04-02,23,Wednesday,April,u03408
U03410,2025-03-16 23:57:07+00:00,285.51,2025-03-16,23,Sunday,March,u03410
U03419,2025-04-21 19:25:39+00:00,100.54,2025-04-21,19,Monday,April,u03419
U03432,2025-07-06 05:54:17+00:00,479.04,2025-07-06,5,Sunday,July,u03432
U03437,2025-05-19 06:06:00+00:00,673.46,2025-05-19,6,Monday,May,u03437
U03451,2025-03-16 14:21:00+00:00,1111.52,2025-03-16,14,Sunday,March,u03451
U03454,2025-07-01 11:05:00+00:00,632.33,2025-07-01,11,Tuesday,July,u03454
U03484,2025-01-05 11:47:00+00:00,736.36,2025-01-05,11,Sunday,January,u03484
U03486,2025-03-29 21:54:01+00:00,85.3,2025-03-29,21,Saturday,March,u03486
U03487,2025-03-01 14:46:13+00:00,846.55,2025-03-01,14,Saturday,March,u03487
U03489,2025-06-11 14:40:00+00:00,900.3,2025-06-11,14,Wednesday,June,u03489
U03492,2025-05-19 19:41:48+00:00,1067.17,2025-05-19,19,Monday,May,u03492
U03508,2025-04-22 02:32:00+00:00,745.89,2025-04-22,2,Tuesday,April,u03508
U03512,2025-05-16 00:58:00+00:00,639.46,2025-05-16,0,Friday,May,u03512
U03519,2025-05-14 03:00:00+00:00,202.62,2025-05-14,3,Wednesday,May,u03519
U03530,2025-04-09 22:26:47+00:00,86.88,2025-04-09,22,Wednesday,April,u03530
U03532,2025-03-16 14:58:14+00:00,115.77,2025-03-16,14,Sunday,March,u03532
U03535,2025-02-13 15:09:00+00:00,87.56,2025-02-13,15,Thursday,February,u03535
U03536,2025-01-29 16:43:33+00:00,472.64,2025-01-29,16,Wednesday,January,u03536
U03539,2025-03-31 01:06:32+00:00,266.24,2025-03-31,1,Monday,March,u03539
U03547,2025-01-15 20:46:00+00:00,964.59,2025-01-15,20,Wednesday,January,u03547
U03573,2025-05-26 11:10:38+00:00,449.07,2025-05-26,11,Monday,May,u03573
U03574,2025-01-24 01:56:23+00:00,1058.24,2025-01-24,1,Friday,January,u03574
U03586,2025-06-16 02:17:00+00:00,957.93,2025-06-16,2,Monday,June,u03586
U03598,2025-04-01 03:23:00+00:00,665.08,2025-04-01,3,Tuesday,April,u03598
U03601,2025-06-20 20:32:36+00:00,231.01,2025-06-20,20,Friday,June,u03601
U03607,2025-04-10 17:57:00+00:00,427.55,2025-04-10,17,Thursday,April,u03607
U03613,2025-01-26 20:18:36+00:00,696.07,2025-01-26,20,Sunday,January,u03613
U03615,2025-06-24 01:16:00+00:00,669.19,2025-06-24,1,Tuesday,June,u03615
U03618,2025-05-28 08:07:16+00:00,587.73,2025-05-28,8,Wednesday,May,u03618
U03619,2025-04-10 07:56:35+00:00,773.91,2025-04-10,7,Thursday,April,u03619
U03628,2025-04-21 05:42:34+00:00,351.23,2025-04-21,5,Monday,April,u03628
U03629,2025-05-08 15:09:25+00:00,383.08,2025-05-08,15,Thursday,May,u03629
U03634,2025-04-29 13:46:13+00:00,305.61,2025-04-29,13,Tuesday,April,u03634
U03639,2025-02-07 00:12:20+00:00,252.46,2025-02-07,0,Friday,February,u03639
U03641,2025-05-01 22:58:29+00:00,94.24,2025-05-01,22,Thursday,May,u03641
U03646,2025-06-06 12:12:14+00:00,825.14,2025-06-06,12,Friday,June,u03646
U03655,2025-01-06 15:18:01+00:00,685.01,2025-01-06,15,Monday,January,u03655
U03661,2025-05-10 01:30:57+00:00,1192.96,2025-05-10,1,Saturday,May,u03661
U03664,2025-03-21 15:07:43+00:00,78.69,2025-03-21,15,Friday,March,u03664
U03669,2025-03-20 14:08:22+00:00,914.83,2025-03-20,14,Thursday,March,u03669
U03699,2025-06-14 10:22:55+00:00,417.42,2025-06-14,10,Saturday,June,u03699
U03717,2025-02-10 10:23:59+00:00,821.12,2025-02-10,10,Monday,February,u03717
U03718,2025-05-03 13:04:00+00:00,991.1,2025-05-03,13,Saturday,May,u03718
U03719,2025-03-30 23:08:22+00:00,760.77,2025-03-30,23,Sunday,March,u03719
U03720,2025-06-24 17:28:03+00:00,674.46,2025-06-24,17,Tuesday,June,u03720
U03721,2025-06-07 12:25:00+00:00,870.35,2025-06-07,12,Saturday,June,u03721
U03736,2025-01-12 06:48:00+00:00,426.63,2025-01-12,6,Sunday,January,u03736
U03739,2025-06-28 22:18:00+00:00,1186.48,2025-06-28,22,Saturday,June,u03739
U03756,2025-07-09 19:52:32+00:00,309.81,2025-07-09,19,Wednesday,July,u03756
U03761,2025-05-19 08:28:24+00:00,711.75,2025-05-19,8,Monday,May,u03761
U03766,2025-01-09 03:19:26+00:00,113.79,2025-01-09,3,Thursday,January,u03766
U03768,2025-01-24 06:24:00+00:00,473.38,2025-01-24,6,Friday,January,u03768
U03774,2025-02-17 19:58:58+00:00,886.39,2025-02-17,19,Monday,February,u03774
U03778,2025-04-10 16:14:16+00:00,645.27,2025-04-10,16,Thursday,April,u03778
U03779,2025-06-08 16:11:00+00:00,777.75,2025-06-08,16,Sunday,June,u03779
U03789,2025-05-28 21:26:08+00:00,1144.63,2025-05-28,21,Wednesday,May,u03789
U03790,2025-05-02 19:30:01+00:00,896.55,2025-05-02,19,Friday,May,u03790
U03794,2025-02-21 13:05:23+00:00,673.46,2025-02-21,13,Friday,February,u03794
U03796,2025-06-17 14:27:12+00:00,958.1,2025-06-17,14,Tuesday,June,u03796
U03801,2025-04-11 04:11:00+00:00,459.39,2025-04-11,4,Friday,April,u03801
U03808,2025-03-21 05:39:00+00:00,743.48,2025-03-21,5,Friday,March,u03808
U03814,2025-07-07 15:27:00+00:00,937.81,2025-07-07,15,Monday,July,u03814
U03816,2025-02-20 11:29:15+00:00,123.97,2025-02-20,11,Thursday,February,u03816
U03819,2025-03-31 04:09:45+00:00,498.72,2025-03-31,4,Monday,March,u03819
U03824,2025-06-20 22:52:02+00:00,461.34,2025-06-20,22,Friday,June,u03824
U03825,2025-04-21 09:34:37+00:00,470.57,2025-04-21,9,Monday,April,u03825
U03829,2025-03-16 18:10:18+00:00,118.64,2025-03-16,18,Sunday,March,u03829
U03842,2025-03-15 14:04:14+00:00,702.87,2025-03-15,14,Saturday,March,u03842
U03843,2025-07-01 21:58:08+00:00,1091.67,2025-07-01,21,Tuesday,July,u03843
U03862,2025-02-20 08:21:00+00:00,970.03,2025-02-20,8,Thursday,February,u03862
U03874,2025-05-28 23:24:33+00:00,1013.97,2025-05-28,23,Wednesday,May,u03874
U03882,2025-01-23 12:14:50+00:00,942.56,2025-01-23,12,Thursday,January,u03882
U03885,2025-02-17 09:52:00+00:00,897.28,2025-02-17,9,Monday,February,u03885
U03891,2025-04-26 22:42:17+00:00,752.69,2025-04-26,22,Saturday,April,u03891
U03892,2025-07-03 05:33:11+00:00,740.95,2025-07-03,5,Thursday,July,u03892
U03895,2025-06-08 21:03:10+00:00,422.5,2025-06-08,21,Sunday,June,u03895
U03901,2025-01-27 12:05:50+00:00,1180.86,2025-01-27,12,Monday,January,u03901
U03909,2025-02-06 04:08:25+00:00,193.0,2025-02-06,4,Thursday,February,u03909
U03915,2025-06-17 00:33:06+00:00,1074.15,2025-06-17,0,Tuesday,June,u03915
U03936,2025-03-30 08:39:00+00:00,917.68,2025-03-30,8,Sunday,March,u03936
U03940,2025-05-04 09:35:07+00:00,1006.02,2025-05-04,9,Sunday,May,u03940
U03944,2025-04-03 16:02:00+00:00,162.96,2025-04-03,16,Thursday,April,u03944
U03946,2025-05-25 18:56:09+00:00,529.45,2025-05-25,18,Sunday,May,u03946
U03965,2025-01-20 15:09:00+00:00,642.58,2025-01-20,15,Monday,January,u03965
U03972,2025-07-05 16:42:59+00:00,634.14,2025-07-05,16,Saturday,July,u03972
U03979,2025-04-29 00:13:00+00:00,676.71,2025-04-29,0,Tuesday,April,u03979
U03985,2025-02-12 02:55:29+00:00,537.48,2025-02-12,2,Wednesday,February,u03985
