user_id,conversion_date,revenue,conversion_date_quarter,conversion_date_month_name,conversion_date_day_name,conversion_date_day_of_week,conversion_date_week,conversion_date_hour,conversion_date_is_weekend
U02092,2025-05-17 22:47:30+00:00,416.96,2,May,Saturday,5,20,22,True
U02096,2025-01-28 02:23:00+00:00,1105.34,1,January,Tuesday,1,5,2,False
U02097,2025-07-11 16:54:25+00:00,770.31,3,July,Friday,4,28,16,False
U02105,2025-04-16 23:43:00+00:00,298.17,2,April,Wednesday,2,16,23,False
U02127,2025-06-20 12:46:17+00:00,1058.32,2,June,Friday,4,25,12,False
U02129,2025-06-01 17:00:34+00:00,188.78,2,June,Sunday,6,22,17,True
U02134,2025-02-01 04:45:48+00:00,311.22,1,February,Saturday,5,5,4,True
U02135,2025-04-11 23:27:25+00:00,440.85,2,April,Friday,4,15,23,False
U02136,2025-05-31 15:35:31+00:00,527.08,2,May,Saturday,5,22,15,True
U02137,2025-07-03 20:30:22+00:00,620.85,3,July,Thursday,3,27,20,False
U02149,2025-02-10 21:55:00+00:00,659.08,1,February,Monday,0,7,21,False
U02150,2025-03-30 12:10:51+00:00,200.63,1,March,Sunday,6,13,12,True
U02163,2025-01-06 17:07:47+00:00,658.61,1,January,Monday,0,2,17,False
U02173,2025-05-12 11:16:00+00:00,435.87,2,May,Monday,0,20,11,False
U02176,2025-03-11 15:46:00+00:00,1057.93,1,March,Tuesday,1,11,15,False
U02180,2025-03-07 16:52:00+00:00,460.16,1,March,Friday,4,10,16,False
U02181,2025-07-06 12:15:08+00:00,112.32,3,July,Sunday,6,27,12,True
U02183,2025-04-02 09:14:00+00:00,295.96,2,April,Wednesday,2,14,9,False
U02188,2025-06-26 00:12:58+00:00,879.39,2,June,Thursday,3,26,0,False
U02196,2025-02-14 07:53:36+00:00,468.36,1,February,Friday,4,7,7,False
U02222,2025-02-03 12:58:27+00:00,937.91,1,February,Monday,0,6,12,False
U02228,2025-03-21 18:06:00+00:00,83.23,1,March,Friday,4,12,18,False
U02232,2025-04-17 03:51:00+00:00,632.32,2,April,Thursday,3,16,3,False
U02236,2025-01-28 00:27:02+00:00,893.21,1,January,Tuesday,1,5,0,False
U02249,2025-06-19 02:32:00+00:00,1082.73,2,June,Thursday,3,25,2,False
U02252,2025-05-29 16:24:10+00:00,851.57,2,May,Thursday,3,22,16,False
U02269,2025-05-20 04:34:13+00:00,1074.4,2,May,Tuesday,1,21,4,False
U02271,2025-05-13 03:56:00+00:00,178.01,2,May,Tuesday,1,20,3,False
U02274,2025-05-11 08:13:00+00:00,567.45,2,May,Sunday,6,19,8,True
U02275,2025-04-12 20:28:28+00:00,999.85,2,April,Saturday,5,15,20,True
U02282,2025-01-23 01:03:00+00:00,300.46,1,January,Thursday,3,4,1,False
U02289,2025-02-23 08:40:00+00:00,450.8,1,February,Sunday,6,8,8,True
U02295,2025-05-29 09:44:59+00:00,159.63,2,May,Thursday,3,22,9,False
U02296,2025-01-25 23:44:00+00:00,86.47,1,January,Saturday,5,4,23,True
U02298,2025-03-28 06:24:00+00:00,850.92,1,March,Friday,4,13,6,False
U02300,2025-07-04 04:02:00+00:00,1128.05,3,July,Friday,4,27,4,False
U02309,2025-04-27 21:37:00+00:00,824.42,2,April,Sunday,6,17,21,True
U02311,2025-02-10 03:11:07+00:00,377.46,1,February,Monday,0,7,3,False
U02316,2025-07-01 14:46:00+00:00,889.4,3,July,Tuesday,1,27,14,False
U02319,2025-01-11 02:42:41+00:00,744.37,1,January,Saturday,5,2,2,True
U02323,2025-03-13 15:32:00+00:00,94.08,1,March,Thursday,3,11,15,False
U02340,2025-01-18 20:11:59+00:00,971.49,1,January,Saturday,5,3,20,True
U02341,2025-02-12 09:07:39+00:00,1117.71,1,February,Wednesday,2,7,9,False
U02343,2025-05-01 06:59:00+00:00,214.13,2,May,Thursday,3,18,6,False
U02349,2025-03-25 19:00:19+00:00,1031.49,1,March,Tuesday,1,13,19,False
U02358,2025-06-15 09:45:00+00:00,468.65,2,June,Sunday,6,24,9,True
U02366,2025-04-16 01:58:20+00:00,154.49,2,April,Wednesday,2,16,1,False
U02371,2025-05-19 21:55:40+00:00,1195.91,2,May,Monday,0,21,21,False
U02381,2025-04-21 07:20:00+00:00,103.07,2,April,Monday,0,17,7,False
U02393,2025-05-02 06:14:30+00:00,284.81,2,May,Friday,4,18,6,False
U02402,2025-06-02 11:57:22+00:00,896.06,2,June,Monday,0,23,11,False
U02403,2025-04-23 09:41:00+00:00,472.71,2,April,Wednesday,2,17,9,False
U02405,2025-01-29 08:05:13+00:00,1121.95,1,January,Wednesday,2,5,8,False
U02409,2025-02-06 12:37:00+00:00,408.73,1,February,Thursday,3,6,12,False
U02423,2025-04-14 06:31:11+00:00,1197.14,2,April,Monday,0,16,6,False
U02427,2025-01-27 20:45:00+00:00,686.68,1,January,Monday,0,5,20,False
U02434,2025-01-26 07:54:42+00:00,332.21,1,January,Sunday,6,4,7,True
U02435,2025-03-19 06:31:12+00:00,114.28,1,March,Wednesday,2,12,6,False
U02441,2025-05-09 07:02:00+00:00,171.64,2,May,Friday,4,19,7,False
U02444,2025-02-21 06:17:00+00:00,445.72,1,February,Friday,4,8,6,False
U02453,2025-01-06 18:35:26+00:00,577.15,1,January,Monday,0,2,18,False
U02455,2025-04-24 09:38:00+00:00,980.15,2,April,Thursday,3,17,9,False
U02467,2025-05-24 21:30:00+00:00,130.64,2,May,Saturday,5,21,21,True
U02476,2025-01-27 13:56:10+00:00,723.49,1,January,Monday,0,5,13,False
U02480,2025-03-24 16:32:27+00:00,229.82,1,March,Monday,0,13,16,False
U02482,2025-04-27 02:36:18+00:00,76.14,2,April,Sunday,6,17,2,True
U02483,2025-02-24 18:41:00+00:00,416.37,1,February,Monday,0,9,18,False
U02497,2025-01-15 15:37:15+00:00,954.27,1,January,Wednesday,2,3,15,False
U02500,2025-03-31 16:33:00+00:00,827.64,1,March,Monday,0,14,16,False
U02513,2025-06-29 15:38:55+00:00,459.43,2,June,Sunday,6,26,15,True
U02514,2025-04-03 08:15:24+00:00,239.44,2,April,Thursday,3,14,8,False
U02515,2025-06-22 07:07:00+00:00,1079.91,2,June,Sunday,6,25,7,True
U02521,2025-01-23 10:03:00+00:00,1199.24,1,January,Thursday,3,4,10,False
U02552,2025-02-28 06:39:54+00:00,283.71,1,February,Friday,4,9,6,False
U02553,2025-05-02 14:22:33+00:00,495.61,2,May,Friday,4,18,14,False
U02568,2025-03-11 21:19:00+00:00,299.11,1,March,Tuesday,1,11,21,False
U02572,2025-05-13 20:35:00+00:00,822.62,2,May,Tuesday,1,20,20,False
U02573,2025-04-19 18:01:00+00:00,268.96,2,April,Saturday,5,16,18,True
U02582,2025-02-28 23:27:00+00:00,754.81,1,February,Friday,4,9,23,False
U02583,2025-03-01 03:39:50+00:00,359.68,1,March,Saturday,5,9,3,True
U02585,2025-02-11 04:46:00+00:00,371.23,1,February,Tuesday,1,7,4,False
U02590,2025-07-02 03:37:23+00:00,795.78,3,July,Wednesday,2,27,3,False
U02596,2025-04-03 07:45:00+00:00,1113.13,2,April,Thursday,3,14,7,False
U02606,2025-06-25 20:17:00+00:00,1034.2,2,June,Wednesday,2,26,20,False
U02619,2025-05-06 11:05:26+00:00,648.89,2,May,Tuesday,1,19,11,False
U02627,2025-03-27 11:04:09+00:00,675.05,1,March,Thursday,3,13,11,False
U02639,2025-07-16 17:15:32+00:00,597.72,3,July,Wednesday,2,29,17,False
U02645,2025-06-24 12:45:34+00:00,609.51,2,June,Tuesday,1,26,12,False
U02646,2025-06-21 06:55:30+00:00,925.2,2,June,Saturday,5,25,6,True
U02657,2025-03-30 05:34:00+00:00,820.75,1,March,Sunday,6,13,5,True
U02662,2025-03-26 21:19:00+00:00,808.12,1,March,Wednesday,2,13,21,False
U02670,2025-01-13 03:35:00+00:00,1063.05,1,January,Monday,0,3,3,False
U02673,2025-06-06 02:52:38+00:00,1027.38,2,June,Friday,4,23,2,False
U02680,2025-04-30 00:52:00+00:00,213.98,2,April,Wednesday,2,18,0,False
U02698,2025-04-03 17:18:00+00:00,1168.03,2,April,Thursday,3,14,17,False
U02707,2025-05-02 09:43:24+00:00,915.88,2,May,Friday,4,18,9,False
U02726,2025-05-02 16:55:38+00:00,327.1,2,May,Friday,4,18,16,False
U02738,2025-05-17 15:09:00+00:00,567.73,2,May,Saturday,5,20,15,True
U02740,2025-01-20 02:58:36+00:00,914.76,1,January,Monday,0,4,2,False
U02757,2025-05-06 00:35:18+00:00,909.89,2,May,Tuesday,1,19,0,False
U02766,2025-06-25 12:24:00+00:00,943.9,2,June,Wednesday,2,26,12,False
U02770,2025-05-20 10:36:56+00:00,827.08,2,May,Tuesday,1,21,10,False
U02775,2025-04-13 10:24:00+00:00,605.38,2,April,Sunday,6,15,10,True
U02785,2025-06-07 17:07:00+00:00,792.65,2,June,Saturday,5,23,17,True
U02788,2025-02-21 01:37:56+00:00,745.45,1,February,Friday,4,8,1,False
U02813,2025-05-05 18:37:53+00:00,956.39,2,May,Monday,0,19,18,False
U02817,2025-06-05 08:16:55+00:00,466.16,2,June,Thursday,3,23,8,False
U02820,2025-05-18 13:05:15+00:00,904.15,2,May,Sunday,6,20,13,True
U02821,2025-02-11 23:58:14+00:00,720.82,1,February,Tuesday,1,7,23,False
U02822,2025-02-28 11:51:00+00:00,1193.34,1,February,Friday,4,9,11,False
U02839,2025-03-19 19:19:36+00:00,899.77,1,March,Wednesday,2,12,19,False
U02840,2025-04-20 18:00:00+00:00,998.06,2,April,Sunday,6,16,18,True
U02844,2025-01-27 08:03:37+00:00,360.25,1,January,Monday,0,5,8,False
U02857,2025-06-07 10:50:20+00:00,727.94,2,June,Saturday,5,23,10,True
U02862,2025-05-05 04:29:00+00:00,914.68,2,May,Monday,0,19,4,False
U02873,2025-02-25 00:12:17+00:00,1139.52,1,February,Tuesday,1,9,0,False
U02878,2025-02-02 10:52:49+00:00,1072.78,1,February,Sunday,6,5,10,True
U02881,2025-06-20 16:44:33+00:00,802.31,2,June,Friday,4,25,16,False
U02897,2025-05-06 11:15:37+00:00,982.09,2,May,Tuesday,1,19,11,False
U02898,2025-06-24 19:33:01+00:00,449.34,2,June,Tuesday,1,26,19,False
U02901,2025-02-23 18:03:00+00:00,784.14,1,February,Sunday,6,8,18,True
U02905,2025-04-14 21:25:00+00:00,584.66,2,April,Monday,0,16,21,False
U02915,2025-02-07 18:25:48+00:00,557.53,1,February,Friday,4,6,18,False
U02916,2025-04-07 16:48:00+00:00,943.02,2,April,Monday,0,15,16,False
U02921,2025-06-25 20:14:00+00:00,227.29,2,June,Wednesday,2,26,20,False
U02931,2025-01-15 20:36:05+00:00,983.49,1,January,Wednesday,2,3,20,False
U02935,2025-06-02 00:46:52+00:00,562.36,2,June,Monday,0,23,0,False
U02942,2025-05-12 06:40:48+00:00,648.4,2,May,Monday,0,20,6,False
U02943,2025-01-07 00:29:00+00:00,467.91,1,January,Tuesday,1,2,0,False
U02950,2025-05-10 01:19:00+00:00,668.84,2,May,Saturday,5,19,1,True
U02953,2025-05-31 13:49:08+00:00,359.39,2,May,Saturday,5,22,13,True
U02966,2025-06-21 21:52:00+00:00,1051.36,2,June,Saturday,5,25,21,True
U02971,2025-04-16 23:05:51+00:00,123.55,2,April,Wednesday,2,16,23,False
U02973,2025-06-25 19:41:00+00:00,987.86,2,June,Wednesday,2,26,19,False
U02975,2025-04-20 15:36:00+00:00,329.2,2,April,Sunday,6,16,15,True
U02977,2025-05-03 12:42:00+00:00,1103.53,2,May,Saturday,5,18,12,True
U02982,2025-05-05 17:45:00+00:00,1000.54,2,May,Monday,0,19,17,False
U02988,2025-02-13 05:08:46+00:00,263.82,1,February,Thursday,3,7,5,False
U02991,2025-06-18 12:37:50+00:00,782.04,2,June,Wednesday,2,25,12,False
U02997,2025-01-19 10:08:00+00:00,665.32,1,January,Sunday,6,3,10,True
U02999,2025-03-26 22:29:00+00:00,142.92,1,March,Wednesday,2,13,22,False
U03004,2025-02-21 08:47:39+00:00,391.62,1,February,Friday,4,8,8,False
U03006,2025-03-02 19:54:53+00:00,1165.56,1,March,Sunday,6,9,19,True
U03007,2025-02-13 23:54:00+00:00,113.05,1,February,Thursday,3,7,23,False
U03031,2025-05-24 00:04:26+00:00,115.2,2,May,Saturday,5,21,0,True
U03046,2025-05-10 19:02:50+00:00,711.06,2,May,Saturday,5,19,19,True
U03057,2025-03-18 12:38:00+00:00,219.94,1,March,Tuesday,1,12,12,False
U03058,2025-05-22 13:46:00+00:00,185.08,2,May,Thursday,3,21,13,False
U03065,2025-03-23 19:29:56+00:00,418.4,1,March,Sunday,6,12,19,True
U03077,2025-06-28 07:24:00+00:00,348.71,2,June,Saturday,5,26,7,True
U03081,2025-01-11 09:42:50+00:00,1051.95,1,January,Saturday,5,2,9,True
U03082,2025-04-29 05:34:00+00:00,619.99,2,April,Tuesday,1,18,5,False
U03090,2025-02-09 06:32:19+00:00,724.02,1,February,Sunday,6,6,6,True
U03101,2025-03-27 03:01:11+00:00,919.16,1,March,Thursday,3,13,3,False
U03102,2025-01-23 17:06:00+00:00,970.12,1,January,Thursday,3,4,17,False
U03104,2025-02-02 03:29:36+00:00,134.14,1,February,Sunday,6,5,3,True
U03111,2025-01-22 00:19:53+00:00,921.99,1,January,Wednesday,2,4,0,False
U03119,2025-06-10 01:24:40+00:00,808.24,2,June,Tuesday,1,24,1,False
U03130,2025-02-18 06:05:10+00:00,1193.95,1,February,Tuesday,1,8,6,False
U03144,2025-06-24 05:12:00+00:00,609.92,2,June,Tuesday,1,26,5,False
U03151,2025-01-25 09:48:13+00:00,220.34,1,January,Saturday,5,4,9,True
U03158,2025-03-03 14:24:55+00:00,1170.11,1,March,Monday,0,10,14,False
U03162,2025-05-22 19:00:11+00:00,266.64,2,May,Thursday,3,21,19,False
U03167,2025-03-05 13:08:00+00:00,227.95,1,March,Wednesday,2,10,13,False
U03169,2025-05-18 11:27:27+00:00,841.86,2,May,Sunday,6,20,11,True
U03170,2025-02-19 17:45:00+00:00,1108.79,1,February,Wednesday,2,8,17,False
U03177,2025-05-26 22:05:23+00:00,344.64,2,May,Monday,0,22,22,False
U03183,2025-03-12 01:32:32+00:00,923.11,1,March,Wednesday,2,11,1,False
U03185,2025-04-01 21:24:59+00:00,300.75,2,April,Tuesday,1,14,21,False
U03197,2025-03-24 17:05:09+00:00,790.4,1,March,Monday,0,13,17,False
U03206,2025-03-19 05:16:00+00:00,249.95,1,March,Wednesday,2,12,5,False
U03218,2025-05-10 20:48:01+00:00,273.49,2,May,Saturday,5,19,20,True
U03219,2025-05-06 15:41:00+00:00,736.79,2,May,Tuesday,1,19,15,False
U03243,2025-06-11 00:04:01+00:00,1194.43,2,June,Wednesday,2,24,0,False
U03249,2025-06-28 19:40:00+00:00,207.46,2,June,Saturday,5,26,19,True
U03250,2025-06-08 05:50:25+00:00,496.21,2,June,Sunday,6,23,5,True
U03260,2025-03-26 13:42:00+00:00,422.52,1,March,Wednesday,2,13,13,False
U03264,2025-01-28 14:28:35+00:00,955.14,1,January,Tuesday,1,5,14,False
U03267,2025-06-05 09:45:00+00:00,485.04,2,June,Thursday,3,23,9,False
U03269,2025-03-14 00:42:46+00:00,806.3,1,March,Friday,4,11,0,False
U03275,2025-04-30 10:47:00+00:00,1196.64,2,April,Wednesday,2,18,10,False
U03291,2025-05-12 13:33:18+00:00,276.76,2,May,Monday,0,20,13,False
U03300,2025-06-30 19:33:00+00:00,189.2,2,June,Monday,0,27,19,False
U03303,2025-06-24 07:55:45+00:00,823.41,2,June,Tuesday,1,26,7,False
U03307,2025-05-15 13:18:52+00:00,1094.56,2,May,Thursday,3,20,13,False
U03311,2025-01-24 05:13:00+00:00,107.72,1,January,Friday,4,4,5,False
U03329,2025-03-10 00:33:33+00:00,729.87,1,March,Monday,0,11,0,False
U03330,2025-07-01 17:28:25+00:00,456.57,3,July,Tuesday,1,27,17,False
U03333,2025-04-19 12:07:16+00:00,579.69,2,April,Saturday,5,16,12,True
U03345,2025-05-26 08:04:00+00:00,390.18,2,May,Monday,0,22,8,False
U03346,2025-03-11 02:37:37+00:00,95.4,1,March,Tuesday,1,11,2,False
U03349,2025-05-14 16:38:07+00:00,832.29,2,May,Wednesday,2,20,16,False
U03359,2025-04-19 17:26:07+00:00,1111.26,2,April,Saturday,5,16,17,True
U03363,2025-01-26 18:07:17+00:00,518.74,1,January,Sunday,6,4,18,True
U03369,2025-06-18 20:26:00+00:00,1119.85,2,June,Wednesday,2,25,20,False
U03370,2025-01-19 20:36:48+00:00,1073.29,1,January,Sunday,6,3,20,True
U03372,2025-02-22 18:56:00+00:00,373.13,1,February,Saturday,5,8,18,True
U03377,2025-06-22 13:55:00+00:00,145.97,2,June,Sunday,6,25,13,True
U03387,2025-05-03 06:38:31+00:00,952.65,2,May,Saturday,5,18,6,True
U03397,2025-05-29 19:56:55+00:00,1010.1,2,May,Thursday,3,22,19,False
U03399,2025-02-07 00:43:18+00:00,1034.88,1,February,Friday,4,6,0,False
U03408,2025-04-02 23:53:20+00:00,211.56,2,April,Wednesday,2,14,23,False
U03410,2025-03-16 23:57:07+00:00,285.51,1,March,Sunday,6,11,23,True
U03419,2025-04-21 19:25:39+00:00,100.54,2,April,Monday,0,17,19,False
U03432,2025-07-06 05:54:17+00:00,479.04,3,July,Sunday,6,27,5,True
U03437,2025-05-19 06:06:00+00:00,673.46,2,May,Monday,0,21,6,False
U03451,2025-03-16 14:21:00+00:00,1111.52,1,March,Sunday,6,11,14,True
U03454,2025-07-01 11:05:00+00:00,632.33,3,July,Tuesday,1,27,11,False
U03484,2025-01-05 11:47:00+00:00,736.36,1,January,Sunday,6,1,11,True
U03486,2025-03-29 21:54:01+00:00,85.3,1,March,Saturday,5,13,21,True
U03487,2025-03-01 14:46:13+00:00,846.55,1,March,Saturday,5,9,14,True
U03489,2025-06-11 14:40:00+00:00,900.3,2,June,Wednesday,2,24,14,False
U03492,2025-05-19 19:41:48+00:00,1067.17,2,May,Monday,0,21,19,False
U03508,2025-04-22 02:32:00+00:00,745.89,2,April,Tuesday,1,17,2,False
U03512,2025-05-16 00:58:00+00:00,639.46,2,May,Friday,4,20,0,False
U03519,2025-05-14 03:00:00+00:00,202.62,2,May,Wednesday,2,20,3,False
U03530,2025-04-09 22:26:47+00:00,86.88,2,April,Wednesday,2,15,22,False
U03532,2025-03-16 14:58:14+00:00,115.77,1,March,Sunday,6,11,14,True
U03535,2025-02-13 15:09:00+00:00,87.56,1,February,Thursday,3,7,15,False
U03536,2025-01-29 16:43:33+00:00,472.64,1,January,Wednesday,2,5,16,False
U03539,2025-03-31 01:06:32+00:00,266.24,1,March,Monday,0,14,1,False
U03547,2025-01-15 20:46:00+00:00,964.59,1,January,Wednesday,2,3,20,False
U03573,2025-05-26 11:10:38+00:00,449.07,2,May,Monday,0,22,11,False
U03574,2025-01-24 01:56:23+00:00,1058.24,1,January,Friday,4,4,1,False
U03586,2025-06-16 02:17:00+00:00,957.93,2,June,Monday,0,25,2,False
U03598,2025-04-01 03:23:00+00:00,665.08,2,April,Tuesday,1,14,3,False
U03601,2025-06-20 20:32:36+00:00,231.01,2,June,Friday,4,25,20,False
U03607,2025-04-10 17:57:00+00:00,427.55,2,April,Thursday,3,15,17,False
U03613,2025-01-26 20:18:36+00:00,696.07,1,January,Sunday,6,4,20,True
U03615,2025-06-24 01:16:00+00:00,669.19,2,June,Tuesday,1,26,1,False
U03618,2025-05-28 08:07:16+00:00,587.73,2,May,Wednesday,2,22,8,False
U03619,2025-04-10 07:56:35+00:00,773.91,2,April,Thursday,3,15,7,False
U03628,2025-04-21 05:42:34+00:00,351.23,2,April,Monday,0,17,5,False
U03629,2025-05-08 15:09:25+00:00,383.08,2,May,Thursday,3,19,15,False
U03634,2025-04-29 13:46:13+00:00,305.61,2,April,Tuesday,1,18,13,False
U03639,2025-02-07 00:12:20+00:00,252.46,1,February,Friday,4,6,0,False
U03641,2025-05-01 22:58:29+00:00,94.24,2,May,Thursday,3,18,22,False
U03646,2025-06-06 12:12:14+00:00,825.14,2,June,Friday,4,23,12,False
U03655,2025-01-06 15:18:01+00:00,685.01,1,January,Monday,0,2,15,False
U03661,2025-05-10 01:30:57+00:00,1192.96,2,May,Saturday,5,19,1,True
U03664,2025-03-21 15:07:43+00:00,78.69,1,March,Friday,4,12,15,False
U03669,2025-03-20 14:08:22+00:00,914.83,1,March,Thursday,3,12,14,False
U03699,2025-06-14 10:22:55+00:00,417.42,2,June,Saturday,5,24,10,True
U03717,2025-02-10 10:23:59+00:00,821.12,1,February,Monday,0,7,10,False
U03718,2025-05-03 13:04:00+00:00,991.1,2,May,Saturday,5,18,13,True
U03719,2025-03-30 23:08:22+00:00,760.77,1,March,Sunday,6,13,23,True
U03720,2025-06-24 17:28:03+00:00,674.46,2,June,Tuesday,1,26,17,False
U03721,2025-06-07 12:25:00+00:00,870.35,2,June,Saturday,5,23,12,True
U03736,2025-01-12 06:48:00+00:00,426.63,1,January,Sunday,6,2,6,True
U03739,2025-06-28 22:18:00+00:00,1186.48,2,June,Saturday,5,26,22,True
U03756,2025-07-09 19:52:32+00:00,309.81,3,July,Wednesday,2,28,19,False
U03761,2025-05-19 08:28:24+00:00,711.75,2,May,Monday,0,21,8,False
U03766,2025-01-09 03:19:26+00:00,113.79,1,January,Thursday,3,2,3,False
U03768,2025-01-24 06:24:00+00:00,473.38,1,January,Friday,4,4,6,False
U03774,2025-02-17 19:58:58+00:00,886.39,1,February,Monday,0,8,19,False
U03778,2025-04-10 16:14:16+00:00,645.27,2,April,Thursday,3,15,16,False
U03779,2025-06-08 16:11:00+00:00,777.75,2,June,Sunday,6,23,16,True
U03789,2025-05-28 21:26:08+00:00,1144.63,2,May,Wednesday,2,22,21,False
U03790,2025-05-02 19:30:01+00:00,896.55,2,May,Friday,4,18,19,False
U03794,2025-02-21 13:05:23+00:00,673.46,1,February,Friday,4,8,13,False
U03796,2025-06-17 14:27:12+00:00,958.1,2,June,Tuesday,1,25,14,False
U03801,2025-04-11 04:11:00+00:00,459.39,2,April,Friday,4,15,4,False
U03808,2025-03-21 05:39:00+00:00,743.48,1,March,Friday,4,12,5,False
U03814,2025-07-07 15:27:00+00:00,937.81,3,July,Monday,0,28,15,False
U03816,2025-02-20 11:29:15+00:00,123.97,1,February,Thursday,3,8,11,False
U03819,2025-03-31 04:09:45+00:00,498.72,1,March,Monday,0,14,4,False
U03824,2025-06-20 22:52:02+00:00,461.34,2,June,Friday,4,25,22,False
U03825,2025-04-21 09:34:37+00:00,470.57,2,April,Monday,0,17,9,False
U03829,2025-03-16 18:10:18+00:00,118.64,1,March,Sunday,6,11,18,True
U03842,2025-03-15 14:04:14+00:00,702.87,1,March,Saturday,5,11,14,True
U03843,2025-07-01 21:58:08+00:00,1091.67,3,July,Tuesday,1,27,21,False
U03862,2025-02-20 08:21:00+00:00,970.03,1,February,Thursday,3,8,8,False
U03874,2025-05-28 23:24:33+00:00,1013.97,2,May,Wednesday,2,22,23,False
U03882,2025-01-23 12:14:50+00:00,942.56,1,January,Thursday,3,4,12,False
U03885,2025-02-17 09:52:00+00:00,897.28,1,February,Monday,0,8,9,False
U03891,2025-04-26 22:42:17+00:00,752.69,2,April,Saturday,5,17,22,True
U03892,2025-07-03 05:33:11+00:00,740.95,3,July,Thursday,3,27,5,False
U03895,2025-06-08 21:03:10+00:00,422.5,2,June,Sunday,6,23,21,True
U03901,2025-01-27 12:05:50+00:00,1180.86,1,January,Monday,0,5,12,False
U03909,2025-02-06 04:08:25+00:00,193.0,1,February,Thursday,3,6,4,False
U03915,2025-06-17 00:33:06+00:00,1074.15,2,June,Tuesday,1,25,0,False
U03936,2025-03-30 08:39:00+00:00,917.68,1,March,Sunday,6,13,8,True
U03940,2025-05-04 09:35:07+00:00,1006.02,2,May,Sunday,6,18,9,True
U03944,2025-04-03 16:02:00+00:00,162.96,2,April,Thursday,3,14,16,False
U03946,2025-05-25 18:56:09+00:00,529.45,2,May,Sunday,6,21,18,True
U03965,2025-01-20 15:09:00+00:00,642.58,1,January,Monday,0,4,15,False
U03972,2025-07-05 16:42:59+00:00,634.14,3,July,Saturday,5,27,16,True
U03979,2025-04-29 00:13:00+00:00,676.71,2,April,Tuesday,1,18,0,False
U03985,2025-02-12 02:55:29+00:00,537.48,1,February,Wednesday,2,7,2,False
U03987,2025-07-03 06:06:39+00:00,1059.08,3,July,Thursday,3,27,6,False
U03988,2025-01-22 12:38:18+00:00,607.37,1,January,Wednesday,2,4,12,False
U03992,2025-04-09 08:25:04+00:00,777.68,2,April,Wednesday,2,15,8,False
U03997,2025-02-28 03:14:00+00:00,545.4,1,February,Friday,4,9,3,False
U04001,2025-02-26 07:11:43+00:00,684.62,1,February,Wednesday,2,9,7,False
U04004,2025-03-20 16:05:32+00:00,689.15,1,March,Thursday,3,12,16,False
U04005,2025-02-25 11:14:54+00:00,1197.81,1,February,Tuesday,1,9,11,False
U04008,2025-04-30 12:41:00+00:00,913.44,2,April,Wednesday,2,18,12,False
U04034,2025-06-25 18:05:00+00:00,541.74,2,June,Wednesday,2,26,18,False
U04048,2025-03-01 21:52:00+00:00,473.86,1,March,Saturday,5,9,21,True
U04051,2025-02-03 17:44:53+00:00,492.89,1,February,Monday,0,6,17,False
U04052,2025-05-02 04:32:00+00:00,1043.63,2,May,Friday,4,18,4,False
U04053,2025-05-07 19:56:21+00:00,677.57,2,May,Wednesday,2,19,19,False
U04055,2025-01-29 13:17:00+00:00,1162.22,1,January,Wednesday,2,5,13,False
U04056,2025-02-24 10:04:27+00:00,412.83,1,February,Monday,0,9,10,False
U04062,2025-02-26 06:35:01+00:00,1170.55,1,February,Wednesday,2,9,6,False
U04066,2025-04-05 23:04:31+00:00,691.75,2,April,Saturday,5,14,23,True
U04075,2025-04-20 23:06:00+00:00,524.18,2,April,Sunday,6,16,23,True
U04081,2025-06-13 02:09:00+00:00,601.45,2,June,Friday,4,24,2,False
U04083,2025-03-05 13:22:49+00:00,537.52,1,March,Wednesday,2,10,13,False
U04089,2025-06-26 12:06:36+00:00,1154.87,2,June,Thursday,3,26,12,False
U04091,2025-06-11 04:45:00+00:00,240.45,2,June,Wednesday,2,24,4,False
U04096,2025-05-09 06:43:38+00:00,501.24,2,May,Friday,4,19,6,False
U04100,2025-06-19 00:19:27+00:00,454.17,2,June,Thursday,3,25,0,False
U04102,2025-01-06 05:44:00+00:00,679.01,1,January,Monday,0,2,5,False
U04111,2025-03-28 22:22:42+00:00,196.79,1,March,Friday,4,13,22,False
U04113,2025-03-23 00:45:00+00:00,437.63,1,March,Sunday,6,12,0,True
U04119,2025-07-04 14:58:38+00:00,814.42,3,July,Friday,4,27,14,False
U04121,2025-02-03 20:32:00+00:00,1026.88,1,February,Monday,0,6,20,False
U04122,2025-04-12 15:43:13+00:00,413.86,2,April,Saturday,5,15,15,True
U04131,2025-02-01 16:42:00+00:00,649.89,1,February,Saturday,5,5,16,True
U04134,2025-03-07 23:12:00+00:00,840.57,1,March,Friday,4,10,23,False
U04142,2025-06-04 20:37:10+00:00,835.45,2,June,Wednesday,2,23,20,False
U04143,2025-05-02 21:47:12+00:00,677.31,2,May,Friday,4,18,21,False
U04154,2025-03-25 12:27:03+00:00,356.02,1,March,Tuesday,1,13,12,False
U04159,2025-04-07 02:29:00+00:00,159.99,2,April,Monday,0,15,2,False
U04161,2025-01-30 23:57:50+00:00,738.82,1,January,Thursday,3,5,23,False
U04162,2025-01-21 07:11:02+00:00,246.89,1,January,Tuesday,1,4,7,False
U04163,2025-03-19 17:56:00+00:00,1163.84,1,March,Wednesday,2,12,17,False
U04176,2025-03-25 16:31:00+00:00,509.99,1,March,Tuesday,1,13,16,False
