customer_key,user_id,region,primary_device,first_touch_date,last_touch_date,total_touchpoints,conversion_flag,conversion_date,revenue,channel,campaign,first_touch_date_quarter,first_touch_date_month_name,first_touch_date_day_name,first_touch_date_day_of_week,first_touch_date_week,first_touch_date_hour,first_touch_date_is_weekend,last_touch_date_quarter,last_touch_date_month_name,last_touch_date_day_name,last_touch_date_day_of_week,last_touch_date_week,last_touch_date_hour,last_touch_date_is_weekend,conversion_date_quarter,conversion_date_month_name,conversion_date_day_name,conversion_date_day_of_week,conversion_date_week,conversion_date_hour,conversion_date_is_weekend
2512,U02512,South America,Desktop,2025-01-25 08:02:10+00:00,2025-02-13 14:02:10+00:00,7,False,,0.0,Organic,SEO Blog,1,January,Saturday,5,4,8,True,1,February,Thursday,3,7,14,False,,,,,,,False
2513,U02513,Europe,Desktop,2025-06-21 08:38:55+00:00,2025-07-01 04:38:00+00:00,7,True,2025-06-29 15:38:55+00:00,459.43,Tiktok Ads,UGC Campaign,2,June,Saturday,5,25,8,True,3,July,Tuesday,1,27,4,False,2.0,June,Sunday,6.0,26,15.0,True
2514,U02514,North America,Desktop,2025-03-22 01:15:24+00:00,2025-04-03 01:15:24+00:00,5,True,2025-04-03 08:15:24+00:00,239.44,Tiktok Ads,Influencer Push,1,March,Saturday,5,12,1,True,2,April,Thursday,3,14,1,False,2.0,April,Thursday,3.0,14,8.0,False
2515,U02515,Asia Pacific,Desktop,2025-06-09 11:07:00+00:00,2025-06-20 10:07:00+00:00,6,True,2025-06-22 07:07:00+00:00,1079.91,Organic,SEO Blog,2,June,Monday,0,24,11,False,2,June,Friday,4,25,10,False,2.0,June,Sunday,6.0,25,7.0,True
2516,U02516,Europe,Desktop,2025-01-30 21:41:00+00:00,2025-02-05 23:41:00+00:00,4,False,,0.0,Facebook Ads,Retargeting,1,January,Thursday,3,5,21,False,1,February,Wednesday,2,6,23,False,,,,,,,False
2517,U02517,South America,Tablet,2025-06-25 05:01:00+00:00,2025-06-26 19:01:00+00:00,2,False,,0.0,Google Ads,Competitor Search,2,June,Wednesday,2,26,5,False,2,June,Thursday,3,26,19,False,,,,,,,False
2518,U02518,North America,Mobile,2025-03-09 17:49:18+00:00,2025-03-11 08:49:18+00:00,2,False,,0.0,Google Ads,Competitor Search,1,March,Sunday,6,10,17,True,1,March,Tuesday,1,11,8,False,,,,,,,False
2519,U02519,Asia Pacific,Desktop,2025-06-28 12:21:00+00:00,2025-07-13 18:21:00+00:00,7,False,,0.0,Tiktok Ads,Awareness Blast,2,June,Saturday,5,26,12,True,3,July,Sunday,6,28,18,True,,,,,,,False
2520,U02520,Europe,Mobile,2025-03-31 20:21:00+00:00,2025-04-11 09:21:46+00:00,5,False,,0.0,Google Ads,Generic Search,1,March,Monday,0,14,20,False,2,April,Friday,4,15,9,False,,,,,,,False
2521,U02521,North America,Tablet,2025-01-08 15:03:00+00:00,2025-01-21 00:03:00+00:00,4,True,2025-01-23 10:03:00+00:00,1199.24,Facebook Ads,Retargeting,1,January,Wednesday,2,2,15,False,1,January,Tuesday,1,4,0,False,1.0,January,Thursday,3.0,4,10.0,False
2522,U02522,South America,Desktop,2025-04-02 10:39:27+00:00,2025-04-10 22:39:27+00:00,5,False,,0.0,Facebook Ads,Retargeting,2,April,Wednesday,2,14,10,False,2,April,Thursday,3,15,22,False,,,,,,,False
2523,U02523,Asia Pacific,Mobile,2025-05-18 06:09:37+00:00,2025-05-24 18:09:00+00:00,4,False,,0.0,Organic,Organic Landing,2,May,Sunday,6,20,6,True,2,May,Saturday,5,21,18,True,,,,,,,False
2524,U02524,Europe,Tablet,2025-01-24 13:21:01+00:00,2025-01-29 12:21:00+00:00,4,False,,0.0,Facebook Ads,Winter Sale,1,January,Friday,4,4,13,False,1,January,Wednesday,2,5,12,False,,,,,,,False
2525,U02525,Asia Pacific,Desktop,2025-06-22 17:24:07+00:00,2025-06-25 12:24:00+00:00,2,False,,0.0,Tiktok Ads,Influencer Push,2,June,Sunday,6,25,17,True,2,June,Wednesday,2,26,12,False,,,,,,,False
2526,U02526,Asia Pacific,Tablet,2025-06-20 04:07:27+00:00,2025-06-24 16:07:27+00:00,4,False,,0.0,Organic,Organic Landing,2,June,Friday,4,25,4,False,2,June,Tuesday,1,26,16,False,,,,,,,False
2527,U02527,Europe,Tablet,2025-03-25 21:49:30+00:00,2025-04-02 22:49:00+00:00,5,False,,0.0,Facebook Ads,Lookalike Audience,1,March,Tuesday,1,13,21,False,2,April,Wednesday,2,14,22,False,,,,,,,False
2528,U02528,North America,Desktop,2025-01-20 19:33:00+00:00,2025-01-24 11:33:05+00:00,3,False,,0.0,Tiktok Ads,Influencer Push,1,January,Monday,0,4,19,False,1,January,Friday,4,4,11,False,,,,,,,False
2529,U02529,Europe,Desktop,2025-05-25 22:09:30+00:00,2025-06-14 20:09:30+00:00,7,False,,0.0,Google Ads,Brand Search,2,May,Sunday,6,21,22,True,2,June,Saturday,5,24,20,True,,,,,,,False
2530,U02530,South America,Tablet,2025-01-16 08:09:06+00:00,2025-01-28 19:09:06+00:00,6,False,,0.0,Google Ads,Competitor Search,1,January,Thursday,3,3,8,False,1,January,Tuesday,1,5,19,False,,,,,,,False
2531,U02531,North America,Mobile,2025-02-05 04:01:00+00:00,2025-02-21 14:01:22+00:00,7,False,,0.0,Facebook Ads,Winter Sale,1,February,Wednesday,2,6,4,False,1,February,Friday,4,8,14,False,,,,,,,False
2532,U02532,Asia Pacific,Tablet,2025-05-04 20:46:00+00:00,2025-05-13 02:46:51+00:00,4,False,,0.0,Google Ads,Competitor Search,2,May,Sunday,6,18,20,True,2,May,Tuesday,1,20,2,False,,,,,,,False
2533,U02533,South America,Mobile,2025-01-02 19:34:00+00:00,2025-01-09 14:34:24+00:00,4,False,,0.0,Google Ads,Generic Search,1,January,Thursday,3,1,19,False,1,January,Thursday,3,2,14,False,,,,,,,False
2534,U02534,South America,Desktop,2025-04-10 01:29:42+00:00,2025-04-13 20:29:42+00:00,3,False,,0.0,Tiktok Ads,Influencer Push,2,April,Thursday,3,15,1,False,2,April,Sunday,6,15,20,True,,,,,,,False
2535,U02535,North America,Tablet,2025-05-18 22:10:13+00:00,2025-05-30 15:10:00+00:00,5,False,,0.0,Tiktok Ads,Awareness Blast,2,May,Sunday,6,20,22,True,2,May,Friday,4,22,15,False,,,,,,,False
2536,U02536,North America,Desktop,2025-01-17 11:39:00+00:00,2025-01-26 08:39:00+00:00,4,False,,0.0,Tiktok Ads,Influencer Push,1,January,Friday,4,3,11,False,1,January,Sunday,6,4,8,True,,,,,,,False
2537,U02537,Europe,Mobile,2025-02-06 20:16:47+00:00,2025-02-15 06:16:00+00:00,4,False,,0.0,Organic,SEO Blog,1,February,Thursday,3,6,20,False,1,February,Saturday,5,7,6,True,,,,,,,False
2538,U02538,Asia Pacific,Tablet,2025-05-12 08:19:28+00:00,2025-05-30 20:19:28+00:00,7,False,,0.0,Google Ads,Brand Search,2,May,Monday,0,20,8,False,2,May,Friday,4,22,20,False,,,,,,,False
2539,U02539,North America,Tablet,2025-01-10 12:58:00+00:00,2025-01-13 05:58:57+00:00,3,False,,0.0,Google Ads,Generic Search,1,January,Friday,4,2,12,False,1,January,Monday,0,3,5,False,,,,,,,False
2540,U02540,Asia Pacific,Tablet,2025-05-28 14:28:25+00:00,2025-06-07 00:28:00+00:00,6,False,,0.0,Organic,SEO Blog,2,May,Wednesday,2,22,14,False,2,June,Saturday,5,23,0,True,,,,,,,False
2541,U02541,North America,Desktop,2025-01-17 06:28:34+00:00,2025-01-31 05:28:34+00:00,6,False,,0.0,Tiktok Ads,Awareness Blast,1,January,Friday,4,3,6,False,1,January,Friday,4,5,5,False,,,,,,,False
2542,U02542,North America,Desktop,2025-01-20 00:44:00+00:00,2025-02-07 16:44:00+00:00,6,False,,0.0,Organic,SEO Blog,1,January,Monday,0,4,0,False,1,February,Friday,4,6,16,False,,,,,,,False
2543,U02543,South America,Desktop,2025-02-14 22:58:59+00:00,2025-03-01 18:58:00+00:00,7,False,,0.0,Facebook Ads,Winter Sale,1,February,Friday,4,7,22,False,1,March,Saturday,5,9,18,True,,,,,,,False
2544,U02544,North America,Mobile,2025-03-25 00:32:22+00:00,2025-04-03 16:32:22+00:00,5,False,,0.0,Organic,Organic Landing,1,March,Tuesday,1,13,0,False,2,April,Thursday,3,14,16,False,,,,,,,False
2545,U02545,North America,Desktop,2025-02-26 05:48:20+00:00,2025-03-07 08:48:20+00:00,4,False,,0.0,Google Ads,Generic Search,1,February,Wednesday,2,9,5,False,1,March,Friday,4,10,8,False,,,,,,,False
2546,U02546,South America,Tablet,2025-02-01 04:01:00+00:00,2025-02-13 01:01:00+00:00,7,False,,0.0,Google Ads,Generic Search,1,February,Saturday,5,5,4,True,1,February,Thursday,3,7,1,False,,,,,,,False
2547,U02547,South America,Mobile,2025-06-08 17:35:17+00:00,2025-06-12 08:35:00+00:00,2,False,,0.0,Google Ads,Generic Search,2,June,Sunday,6,23,17,True,2,June,Thursday,3,24,8,False,,,,,,,False
2548,U02548,South America,Mobile,2025-04-16 15:17:19+00:00,2025-05-03 01:17:00+00:00,6,False,,0.0,Tiktok Ads,UGC Campaign,2,April,Wednesday,2,16,15,False,2,May,Saturday,5,18,1,True,,,,,,,False
2549,U02549,Asia Pacific,Tablet,2025-02-25 12:57:15+00:00,2025-03-11 03:57:00+00:00,6,False,,0.0,Organic,SEO Blog,1,February,Tuesday,1,9,12,False,1,March,Tuesday,1,11,3,False,,,,,,,False
2550,U02550,Asia Pacific,Tablet,2025-06-24 21:34:16+00:00,2025-06-28 21:34:00+00:00,2,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Tuesday,1,26,21,False,2,June,Saturday,5,26,21,True,,,,,,,False
2551,U02551,North America,Desktop,2025-04-30 07:07:21+00:00,2025-05-01 14:07:21+00:00,3,False,,0.0,Tiktok Ads,Awareness Blast,2,April,Wednesday,2,18,7,False,2,May,Thursday,3,18,14,False,,,,,,,False
2552,U02552,North America,Mobile,2025-02-23 22:39:54+00:00,2025-02-27 17:39:54+00:00,2,True,2025-02-28 06:39:54+00:00,283.71,Tiktok Ads,Awareness Blast,1,February,Sunday,6,8,22,True,1,February,Thursday,3,9,17,False,1.0,February,Friday,4.0,9,6.0,False
2553,U02553,Europe,Tablet,2025-04-22 09:22:33+00:00,2025-05-07 09:22:00+00:00,5,True,2025-05-02 14:22:33+00:00,495.61,Facebook Ads,Retargeting,2,April,Tuesday,1,17,9,False,2,May,Wednesday,2,19,9,False,2.0,May,Friday,4.0,18,14.0,False
2554,U02554,South America,Tablet,2025-03-16 23:51:17+00:00,2025-03-24 18:51:17+00:00,3,False,,0.0,Facebook Ads,Retargeting,1,March,Sunday,6,11,23,True,1,March,Monday,0,13,18,False,,,,,,,False
2555,U02555,North America,Tablet,2025-03-21 17:37:00+00:00,2025-04-07 21:37:00+00:00,6,False,,0.0,Facebook Ads,Retargeting,1,March,Friday,4,12,17,False,2,April,Monday,0,15,21,False,,,,,,,False
2556,U02556,Europe,Tablet,2025-05-06 19:10:02+00:00,2025-05-24 06:10:00+00:00,7,False,,0.0,Tiktok Ads,Influencer Push,2,May,Tuesday,1,19,19,False,2,May,Saturday,5,21,6,True,,,,,,,False
2557,U02557,North America,Mobile,2025-04-12 16:22:33+00:00,2025-04-25 16:22:00+00:00,5,False,,0.0,Organic,Organic Landing,2,April,Saturday,5,15,16,True,2,April,Friday,4,17,16,False,,,,,,,False
2558,U02558,North America,Desktop,2025-02-06 20:51:00+00:00,2025-02-17 07:51:34+00:00,7,False,,0.0,Organic,Organic Landing,1,February,Thursday,3,6,20,False,1,February,Monday,0,8,7,False,,,,,,,False
2559,U02559,Asia Pacific,Tablet,2025-01-31 02:10:00+00:00,2025-02-07 11:10:29+00:00,4,False,,0.0,Tiktok Ads,UGC Campaign,1,January,Friday,4,5,2,False,1,February,Friday,4,6,11,False,,,,,,,False
2560,U02560,North America,Mobile,2025-01-29 21:15:00+00:00,2025-02-02 20:15:27+00:00,2,False,,0.0,Google Ads,Brand Search,1,January,Wednesday,2,5,21,False,1,February,Sunday,6,5,20,True,,,,,,,False
2561,U02561,Europe,Desktop,2025-01-28 01:09:00+00:00,2025-01-31 18:09:00+00:00,2,False,,0.0,Organic,Organic Landing,1,January,Tuesday,1,5,1,False,1,January,Friday,4,5,18,False,,,,,,,False
2562,U02562,Europe,Desktop,2025-04-09 15:48:00+00:00,2025-04-10 10:48:44+00:00,2,False,,0.0,Facebook Ads,Winter Sale,2,April,Wednesday,2,15,15,False,2,April,Thursday,3,15,10,False,,,,,,,False
2563,U02563,Europe,Tablet,2025-01-26 01:55:21+00:00,2025-02-06 06:55:00+00:00,4,False,,0.0,Tiktok Ads,Awareness Blast,1,January,Sunday,6,4,1,True,1,February,Thursday,3,6,6,False,,,,,,,False
2564,U02564,Asia Pacific,Mobile,2025-02-13 11:55:00+00:00,2025-02-17 22:55:57+00:00,2,False,,0.0,Tiktok Ads,Influencer Push,1,February,Thursday,3,7,11,False,1,February,Monday,0,8,22,False,,,,,,,False
2565,U02565,Europe,Desktop,2025-01-01 18:45:51+00:00,2025-01-18 07:45:51+00:00,7,False,,0.0,Tiktok Ads,Influencer Push,1,January,Wednesday,2,1,18,False,1,January,Saturday,5,3,7,True,,,,,,,False
2566,U02566,Europe,Tablet,2025-03-19 05:41:06+00:00,2025-04-02 16:41:06+00:00,7,False,,0.0,Google Ads,Generic Search,1,March,Wednesday,2,12,5,False,2,April,Wednesday,2,14,16,False,,,,,,,False
2567,U02567,Asia Pacific,Tablet,2025-06-17 11:01:00+00:00,2025-06-20 16:01:09+00:00,2,False,,0.0,Tiktok Ads,UGC Campaign,2,June,Tuesday,1,25,11,False,2,June,Friday,4,25,16,False,,,,,,,False
2568,U02568,South America,Mobile,2025-03-07 01:19:39+00:00,2025-03-11 15:19:00+00:00,3,True,2025-03-11 21:19:00+00:00,299.11,Organic,SEO Blog,1,March,Friday,4,10,1,False,1,March,Tuesday,1,11,15,False,1.0,March,Tuesday,1.0,11,21.0,False
2569,U02569,North America,Desktop,2025-04-22 23:20:00+00:00,2025-05-03 19:20:30+00:00,6,False,,0.0,Tiktok Ads,UGC Campaign,2,April,Tuesday,1,17,23,False,2,May,Saturday,5,18,19,True,,,,,,,False
2570,U02570,Asia Pacific,Desktop,2025-04-07 18:38:36+00:00,2025-04-10 02:38:36+00:00,2,False,,0.0,Organic,Organic Landing,2,April,Monday,0,15,18,False,2,April,Thursday,3,15,2,False,,,,,,,False
2571,U02571,North America,Mobile,2025-06-01 03:36:00+00:00,2025-06-11 05:36:00+00:00,5,False,,0.0,Organic,Organic Landing,2,June,Sunday,6,22,3,True,2,June,Wednesday,2,24,5,False,,,,,,,False
2572,U02572,Asia Pacific,Desktop,2025-05-13 03:35:00+00:00,2025-05-16 00:35:19+00:00,2,True,2025-05-13 20:35:00+00:00,822.62,Tiktok Ads,Influencer Push,2,May,Tuesday,1,20,3,False,2,May,Friday,4,20,0,False,2.0,May,Tuesday,1.0,20,20.0,False
2573,U02573,North America,Mobile,2025-04-13 00:01:00+00:00,2025-04-18 00:01:00+00:00,4,True,2025-04-19 18:01:00+00:00,268.96,Tiktok Ads,Awareness Blast,2,April,Sunday,6,15,0,True,2,April,Friday,4,16,0,False,2.0,April,Saturday,5.0,16,18.0,True
2574,U02574,South America,Mobile,2025-05-31 09:33:00+00:00,2025-06-14 21:33:29+00:00,5,False,,0.0,Facebook Ads,Lookalike Audience,2,May,Saturday,5,22,9,True,2,June,Saturday,5,24,21,True,,,,,,,False
2575,U02575,Europe,Tablet,2025-01-12 20:51:00+00:00,2025-01-16 17:51:00+00:00,2,False,,0.0,Facebook Ads,Lookalike Audience,1,January,Sunday,6,2,20,True,1,January,Thursday,3,3,17,False,,,,,,,False
2576,U02576,South America,Mobile,2025-03-13 09:10:54+00:00,2025-03-16 11:10:54+00:00,2,False,,0.0,Tiktok Ads,UGC Campaign,1,March,Thursday,3,11,9,False,1,March,Sunday,6,11,11,True,,,,,,,False
2577,U02577,North America,Mobile,2025-01-20 14:28:13+00:00,2025-01-22 01:28:13+00:00,3,False,,0.0,Organic,SEO Blog,1,January,Monday,0,4,14,False,1,January,Wednesday,2,4,1,False,,,,,,,False
2578,U02578,South America,Mobile,2025-06-09 23:11:26+00:00,2025-06-14 21:11:26+00:00,2,False,,0.0,Tiktok Ads,UGC Campaign,2,June,Monday,0,24,23,False,2,June,Saturday,5,24,21,True,,,,,,,False
2579,U02579,Europe,Desktop,2025-06-24 22:25:56+00:00,2025-07-13 02:25:00+00:00,7,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Tuesday,1,26,22,False,3,July,Sunday,6,28,2,True,,,,,,,False
2580,U02580,Asia Pacific,Tablet,2025-03-10 10:38:00+00:00,2025-03-15 14:38:35+00:00,4,False,,0.0,Tiktok Ads,Awareness Blast,1,March,Monday,0,11,10,False,1,March,Saturday,5,11,14,True,,,,,,,False
2581,U02581,Europe,Mobile,2025-05-29 09:50:00+00:00,2025-06-04 02:50:00+00:00,5,False,,0.0,Google Ads,Competitor Search,2,May,Thursday,3,22,9,False,2,June,Wednesday,2,23,2,False,,,,,,,False
2582,U02582,North America,Tablet,2025-02-22 15:27:04+00:00,2025-02-27 15:27:00+00:00,4,True,2025-02-28 23:27:00+00:00,754.81,Google Ads,Brand Search,1,February,Saturday,5,8,15,True,1,February,Thursday,3,9,15,False,1.0,February,Friday,4.0,9,23.0,False
2583,U02583,Asia Pacific,Tablet,2025-02-15 16:39:50+00:00,2025-03-02 17:39:00+00:00,6,True,2025-03-01 03:39:50+00:00,359.68,Organic,Organic Landing,1,February,Saturday,5,7,16,True,1,March,Sunday,6,9,17,True,1.0,March,Saturday,5.0,9,3.0,True
2584,U02584,North America,Mobile,2025-01-16 18:26:00+00:00,2025-01-27 08:26:05+00:00,5,False,,0.0,Tiktok Ads,UGC Campaign,1,January,Thursday,3,3,18,False,1,January,Monday,0,5,8,False,,,,,,,False
2585,U02585,Europe,Mobile,2025-01-31 05:46:00+00:00,2025-02-08 13:46:00+00:00,3,True,2025-02-11 04:46:00+00:00,371.23,Google Ads,Brand Search,1,January,Friday,4,5,5,False,1,February,Saturday,5,6,13,True,1.0,February,Tuesday,1.0,7,4.0,False
2586,U02586,North America,Mobile,2025-04-23 03:18:07+00:00,2025-05-04 11:18:07+00:00,6,False,,0.0,Facebook Ads,Lookalike Audience,2,April,Wednesday,2,17,3,False,2,May,Sunday,6,18,11,True,,,,,,,False
2587,U02587,Europe,Desktop,2025-02-17 18:54:00+00:00,2025-03-04 19:54:56+00:00,6,False,,0.0,Facebook Ads,Winter Sale,1,February,Monday,0,8,18,False,1,March,Tuesday,1,10,19,False,,,,,,,False
2588,U02588,North America,Mobile,2025-05-09 12:03:08+00:00,2025-05-26 06:03:08+00:00,5,False,,0.0,Tiktok Ads,UGC Campaign,2,May,Friday,4,19,12,False,2,May,Monday,0,22,6,False,,,,,,,False
2589,U02589,South America,Mobile,2025-02-07 09:10:00+00:00,2025-02-20 23:10:00+00:00,7,False,,0.0,Google Ads,Competitor Search,1,February,Friday,4,6,9,False,1,February,Thursday,3,8,23,False,,,,,,,False
2590,U02590,Europe,Tablet,2025-06-22 03:37:23+00:00,2025-07-08 12:37:00+00:00,6,True,2025-07-02 03:37:23+00:00,795.78,Google Ads,Competitor Search,2,June,Sunday,6,25,3,True,3,July,Tuesday,1,28,12,False,3.0,July,Wednesday,2.0,27,3.0,False
2591,U02591,South America,Desktop,2025-02-23 18:53:46+00:00,2025-03-02 08:53:46+00:00,5,False,,0.0,Google Ads,Brand Search,1,February,Sunday,6,8,18,True,1,March,Sunday,6,9,8,True,,,,,,,False
2592,U02592,Europe,Mobile,2025-05-21 21:50:00+00:00,2025-06-05 00:50:37+00:00,7,False,,0.0,Facebook Ads,Winter Sale,2,May,Wednesday,2,21,21,False,2,June,Thursday,3,23,0,False,,,,,,,False
2593,U02593,North America,Desktop,2025-06-06 14:59:10+00:00,2025-06-24 17:59:10+00:00,6,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Friday,4,23,14,False,2,June,Tuesday,1,26,17,False,,,,,,,False
2594,U02594,Asia Pacific,Mobile,2025-06-17 05:07:16+00:00,2025-06-28 03:07:16+00:00,4,False,,0.0,Tiktok Ads,Awareness Blast,2,June,Tuesday,1,25,5,False,2,June,Saturday,5,26,3,True,,,,,,,False
2595,U02595,North America,Desktop,2025-04-25 09:12:19+00:00,2025-05-03 15:12:00+00:00,7,False,,0.0,Tiktok Ads,UGC Campaign,2,April,Friday,4,17,9,False,2,May,Saturday,5,18,15,True,,,,,,,False
2596,U02596,Asia Pacific,Mobile,2025-03-17 00:45:00+00:00,2025-04-03 18:45:39+00:00,7,True,2025-04-03 07:45:00+00:00,1113.13,Organic,SEO Blog,1,March,Monday,0,12,0,False,2,April,Thursday,3,14,18,False,2.0,April,Thursday,3.0,14,7.0,False
2597,U02597,South America,Mobile,2025-06-22 03:48:04+00:00,2025-06-27 20:48:04+00:00,4,False,,0.0,Facebook Ads,Winter Sale,2,June,Sunday,6,25,3,True,2,June,Friday,4,26,20,False,,,,,,,False
2598,U02598,Europe,Tablet,2025-05-06 20:16:42+00:00,2025-05-15 17:16:42+00:00,6,False,,0.0,Google Ads,Competitor Search,2,May,Tuesday,1,19,20,False,2,May,Thursday,3,20,17,False,,,,,,,False
2599,U02599,North America,Desktop,2025-03-12 08:31:00+00:00,2025-03-16 15:31:12+00:00,3,False,,0.0,Facebook Ads,Lookalike Audience,1,March,Wednesday,2,11,8,False,1,March,Sunday,6,11,15,True,,,,,,,False
2600,U02600,Asia Pacific,Desktop,2025-01-31 14:06:00+00:00,2025-02-05 14:06:12+00:00,3,False,,0.0,Google Ads,Brand Search,1,January,Friday,4,5,14,False,1,February,Wednesday,2,6,14,False,,,,,,,False
2601,U02601,South America,Tablet,2025-05-27 11:08:00+00:00,2025-05-30 10:08:00+00:00,3,False,,0.0,Tiktok Ads,Awareness Blast,2,May,Tuesday,1,22,11,False,2,May,Friday,4,22,10,False,,,,,,,False
2602,U02602,Asia Pacific,Mobile,2025-02-16 08:46:00+00:00,2025-02-25 02:46:19+00:00,4,False,,0.0,Facebook Ads,Retargeting,1,February,Sunday,6,7,8,True,1,February,Tuesday,1,9,2,False,,,,,,,False
2603,U02603,Europe,Desktop,2025-04-20 11:45:00+00:00,2025-04-21 15:45:00+00:00,2,False,,0.0,Tiktok Ads,Influencer Push,2,April,Sunday,6,16,11,True,2,April,Monday,0,17,15,False,,,,,,,False
2604,U02604,South America,Desktop,2025-05-24 13:10:00+00:00,2025-06-01 06:10:58+00:00,4,False,,0.0,Google Ads,Competitor Search,2,May,Saturday,5,21,13,True,2,June,Sunday,6,22,6,True,,,,,,,False
2605,U02605,Europe,Mobile,2025-05-16 14:18:00+00:00,2025-06-03 21:18:00+00:00,8,False,,0.0,Facebook Ads,Winter Sale,2,May,Friday,4,20,14,False,2,June,Tuesday,1,23,21,False,,,,,,,False
2606,U02606,South America,Desktop,2025-06-21 08:17:34+00:00,2025-06-24 05:17:00+00:00,2,True,2025-06-25 20:17:00+00:00,1034.2,Tiktok Ads,Awareness Blast,2,June,Saturday,5,25,8,True,2,June,Tuesday,1,26,5,False,2.0,June,Wednesday,2.0,26,20.0,False
2607,U02607,Asia Pacific,Mobile,2025-02-09 12:40:32+00:00,2025-02-10 18:40:32+00:00,2,False,,0.0,Organic,Organic Landing,1,February,Sunday,6,6,12,True,1,February,Monday,0,7,18,False,,,,,,,False
2608,U02608,Asia Pacific,Tablet,2025-02-17 12:03:29+00:00,2025-02-19 02:03:29+00:00,2,False,,0.0,Tiktok Ads,Awareness Blast,1,February,Monday,0,8,12,False,1,February,Wednesday,2,8,2,False,,,,,,,False
2609,U02609,Europe,Tablet,2025-02-04 09:22:00+00:00,2025-02-11 13:22:30+00:00,4,False,,0.0,Organic,SEO Blog,1,February,Tuesday,1,6,9,False,1,February,Tuesday,1,7,13,False,,,,,,,False
2610,U02610,North America,Tablet,2025-05-30 03:53:17+00:00,2025-06-13 12:53:00+00:00,6,False,,0.0,Google Ads,Generic Search,2,May,Friday,4,22,3,False,2,June,Friday,4,24,12,False,,,,,,,False
2611,U02611,North America,Tablet,2025-05-14 02:31:40+00:00,2025-05-17 00:31:00+00:00,3,False,,0.0,Organic,SEO Blog,2,May,Wednesday,2,20,2,False,2,May,Saturday,5,20,0,True,,,,,,,False
2612,U02612,Europe,Mobile,2025-04-13 17:54:38+00:00,2025-04-22 14:54:38+00:00,5,False,,0.0,Organic,SEO Blog,2,April,Sunday,6,15,17,True,2,April,Tuesday,1,17,14,False,,,,,,,False
2613,U02613,North America,Desktop,2025-04-30 20:56:23+00:00,2025-05-06 16:56:23+00:00,3,False,,0.0,Facebook Ads,Retargeting,2,April,Wednesday,2,18,20,False,2,May,Tuesday,1,19,16,False,,,,,,,False
2614,U02614,Europe,Desktop,2025-01-06 13:07:18+00:00,2025-01-08 18:07:18+00:00,2,False,,0.0,Organic,Organic Landing,1,January,Monday,0,2,13,False,1,January,Wednesday,2,2,18,False,,,,,,,False
2615,U02615,Asia Pacific,Desktop,2025-01-30 15:14:00+00:00,2025-02-14 13:14:46+00:00,6,False,,0.0,Organic,Organic Landing,1,January,Thursday,3,5,15,False,1,February,Friday,4,7,13,False,,,,,,,False
2616,U02616,North America,Mobile,2025-06-14 16:51:23+00:00,2025-06-19 15:51:23+00:00,3,False,,0.0,Tiktok Ads,UGC Campaign,2,June,Saturday,5,24,16,True,2,June,Thursday,3,25,15,False,,,,,,,False
2617,U02617,North America,Tablet,2025-03-23 02:36:00+00:00,2025-04-02 06:36:37+00:00,5,False,,0.0,Tiktok Ads,Influencer Push,1,March,Sunday,6,12,2,True,2,April,Wednesday,2,14,6,False,,,,,,,False
2618,U02618,North America,Tablet,2025-04-04 12:52:00+00:00,2025-04-21 01:52:37+00:00,8,False,,0.0,Organic,SEO Blog,2,April,Friday,4,14,12,False,2,April,Monday,0,17,1,False,,,,,,,False
2619,U02619,Europe,Desktop,2025-04-22 07:05:26+00:00,2025-05-05 21:05:00+00:00,7,True,2025-05-06 11:05:26+00:00,648.89,Google Ads,Competitor Search,2,April,Tuesday,1,17,7,False,2,May,Monday,0,19,21,False,2.0,May,Tuesday,1.0,19,11.0,False
2620,U02620,Europe,Desktop,2025-02-06 00:31:27+00:00,2025-02-14 17:31:00+00:00,8,False,,0.0,Facebook Ads,Winter Sale,1,February,Thursday,3,6,0,False,1,February,Friday,4,7,17,False,,,,,,,False
2621,U02621,Asia Pacific,Tablet,2025-04-12 07:43:00+00:00,2025-04-27 15:43:00+00:00,8,False,,0.0,Google Ads,Brand Search,2,April,Saturday,5,15,7,True,2,April,Sunday,6,17,15,True,,,,,,,False
2622,U02622,North America,Tablet,2025-03-19 02:57:36+00:00,2025-03-25 07:57:36+00:00,5,False,,0.0,Facebook Ads,Winter Sale,1,March,Wednesday,2,12,2,False,1,March,Tuesday,1,13,7,False,,,,,,,False
2623,U02623,South America,Mobile,2025-02-28 17:36:04+00:00,2025-03-01 01:36:04+00:00,2,False,,0.0,Tiktok Ads,UGC Campaign,1,February,Friday,4,9,17,False,1,March,Saturday,5,9,1,True,,,,,,,False
2624,U02624,Europe,Mobile,2025-05-01 04:43:00+00:00,2025-05-02 13:43:15+00:00,2,False,,0.0,Google Ads,Competitor Search,2,May,Thursday,3,18,4,False,2,May,Friday,4,18,13,False,,,,,,,False
2625,U02625,Asia Pacific,Desktop,2025-01-04 06:51:13+00:00,2025-01-11 01:51:13+00:00,3,False,,0.0,Organic,SEO Blog,1,January,Saturday,5,1,6,True,1,January,Saturday,5,2,1,True,,,,,,,False
