,customer_key,user_id,region,primary_device,first_touch_date,last_touch_date,total_touchpoints,conversion_flag,conversion_date,customer_lifetime_revenue,acquisition_channel,acquisition_campaign
815,816,U00816,North America,Desktop,2025-04-10,2025-04-14,3,False,,0.0,Facebook Ads,Winter Sale
816,817,U00817,South America,Mobile,2025-03-27,2025-04-14,7,False,,0.0,Facebook Ads,Winter Sale
817,818,U00818,South America,Mobile,2025-05-05,2025-05-22,7,False,,0.0,Google Ads,Competitor Search
818,819,U00819,South America,Desktop,2025-05-27,2025-06-09,5,False,,0.0,Organic Search,Organic Landing
819,820,U00820,Europe,Tablet,2025-01-08,2025-01-20,7,True,2025-01-18,344.19,TikTok Ads,UGC Campaign
820,821,U00821,Asia Pacific,Tablet,2025-03-06,2025-03-15,4,True,2025-03-17,471.79,Organic Search,Organic Landing
821,822,U00822,North America,Tablet,2025-03-04,2025-03-18,5,False,,0.0,Google Ads,Generic Search
822,823,U00823,North America,Mobile,2025-03-23,2025-04-01,5,False,,0.0,TikTok Ads,Awareness Blast
823,824,U00824,North America,Desktop,2025-01-14,2025-01-22,3,False,,0.0,TikTok Ads,Awareness Blast
824,825,U00825,North America,Desktop,2025-06-18,2025-06-29,4,False,,0.0,Google Ads,Generic Search
825,826,U00826,Asia Pacific,Mobile,2025-02-18,2025-02-21,2,False,,0.0,Organic Search,SEO Blog
826,827,U00827,North America,Mobile,2025-02-12,2025-02-24,6,False,,0.0,Facebook Ads,Lookalike Audience
827,828,U00828,Europe,Desktop,2025-03-11,2025-03-20,6,False,,0.0,TikTok Ads,Influencer Push
828,829,U00829,South America,Mobile,2025-02-09,2025-03-05,8,False,,0.0,Organic Search,SEO Blog
829,830,U00830,North America,Desktop,2025-05-17,2025-05-22,3,True,2025-05-23,781.28,TikTok Ads,Awareness Blast
830,831,U00831,Europe,Desktop,2025-04-09,2025-04-14,5,False,,0.0,TikTok Ads,UGC Campaign
831,832,U00832,North America,Desktop,2025-04-08,2025-04-21,4,False,,0.0,Google Ads,Competitor Search
832,833,U00833,South America,Desktop,2025-05-25,2025-06-04,4,False,,0.0,Organic Search,SEO Blog
833,834,U00834,Europe,Tablet,2025-04-13,2025-04-27,7,False,,0.0,Organic Search,Organic Landing
834,835,U00835,North America,Desktop,2025-03-04,2025-03-07,2,False,,0.0,Google Ads,Competitor Search
835,836,U00836,Asia Pacific,Desktop,2025-04-22,2025-04-24,2,False,,0.0,TikTok Ads,Awareness Blast
836,837,U00837,Asia Pacific,Desktop,2025-05-01,2025-05-09,5,False,,0.0,Organic Search,Organic Landing
837,838,U00838,Europe,Desktop,2025-02-06,2025-02-12,5,False,,0.0,TikTok Ads,Influencer Push
838,839,U00839,Asia Pacific,Tablet,2025-03-29,2025-04-15,7,False,,0.0,TikTok Ads,Influencer Push
839,840,U00840,North America,Desktop,2025-06-04,2025-06-14,8,False,,0.0,Google Ads,Generic Search
840,841,U00841,Europe,Mobile,2025-02-26,2025-03-17,6,False,,0.0,TikTok Ads,Influencer Push
841,842,U00842,Europe,Mobile,2025-06-27,2025-07-05,3,False,,0.0,TikTok Ads,UGC Campaign
842,843,U00843,Europe,Tablet,2025-04-04,2025-04-15,6,False,,0.0,Google Ads,Brand Search
843,844,U00844,South America,Desktop,2025-01-09,2025-01-23,7,False,,0.0,Facebook Ads,Winter Sale
844,845,U00845,North America,Tablet,2025-03-07,2025-03-11,2,False,,0.0,Organic Search,SEO Blog
845,846,U00846,Asia Pacific,Mobile,2025-04-12,2025-04-17,3,False,,0.0,TikTok Ads,Influencer Push
846,847,U00847,South America,Tablet,2025-01-11,2025-01-20,5,False,,0.0,Google Ads,Generic Search
847,848,U00848,Asia Pacific,Desktop,2025-06-28,2025-07-13,6,False,,0.0,TikTok Ads,Awareness Blast
848,849,U00849,Asia Pacific,Desktop,2025-03-15,2025-03-22,5,False,,0.0,Facebook Ads,Retargeting
849,850,U00850,South America,Mobile,2025-06-07,2025-06-25,7,False,,0.0,Facebook Ads,Winter Sale
850,851,U00851,North America,Desktop,2025-01-02,2025-01-09,5,False,,0.0,Facebook Ads,Winter Sale
851,852,U00852,North America,Desktop,2025-04-17,2025-05-11,7,False,,0.0,Organic Search,Organic Landing
852,853,U00853,South America,Desktop,2025-05-29,2025-06-10,6,True,2025-06-13,1065.65,Organic Search,Organic Landing
853,854,U00854,South America,Desktop,2025-04-06,2025-04-12,4,False,,0.0,Organic Search,Organic Landing
854,855,U00855,South America,Tablet,2025-02-04,2025-02-13,4,False,,0.0,Organic Search,SEO Blog
855,856,U00856,Europe,Mobile,2025-01-14,2025-01-19,2,True,2025-01-14,363.36,Google Ads,Brand Search
856,857,U00857,Europe,Tablet,2025-05-03,2025-05-16,7,False,,0.0,TikTok Ads,Influencer Push
857,858,U00858,Europe,Mobile,2025-01-31,2025-02-15,5,False,,0.0,Organic Search,Organic Landing
858,859,U00859,Europe,Mobile,2025-05-28,2025-06-02,4,False,,0.0,TikTok Ads,UGC Campaign
859,860,U00860,Asia Pacific,Desktop,2025-03-30,2025-04-08,7,False,,0.0,TikTok Ads,UGC Campaign
860,861,U00861,Asia Pacific,Mobile,2025-03-21,2025-03-31,7,False,,0.0,Facebook Ads,Lookalike Audience
861,862,U00862,South America,Mobile,2025-01-06,2025-01-10,2,False,,0.0,TikTok Ads,Awareness Blast
862,863,U00863,Europe,Desktop,2025-01-23,2025-02-03,5,False,,0.0,Organic Search,SEO Blog
863,864,U00864,South America,Mobile,2025-04-26,2025-04-30,2,False,,0.0,Facebook Ads,Winter Sale
864,865,U00865,Asia Pacific,Tablet,2025-05-07,2025-05-15,4,False,,0.0,TikTok Ads,UGC Campaign
865,866,U00866,Europe,Desktop,2025-03-08,2025-03-16,3,False,,0.0,Organic Search,SEO Blog
866,867,U00867,Asia Pacific,Mobile,2025-05-20,2025-06-03,7,False,,0.0,Google Ads,Generic Search
867,868,U00868,North America,Mobile,2025-03-15,2025-04-01,7,False,,0.0,Google Ads,Brand Search
868,869,U00869,Europe,Desktop,2025-05-13,2025-05-19,3,False,,0.0,Google Ads,Brand Search
869,870,U00870,Asia Pacific,Tablet,2025-05-06,2025-05-10,4,False,,0.0,Organic Search,Organic Landing
870,871,U00871,South America,Desktop,2025-01-07,2025-01-10,2,False,,0.0,Facebook Ads,Lookalike Audience
871,872,U00872,Asia Pacific,Tablet,2025-05-30,2025-06-10,6,False,,0.0,TikTok Ads,Awareness Blast
872,873,U00873,North America,Desktop,2025-06-05,2025-06-09,2,False,,0.0,TikTok Ads,Influencer Push
873,874,U00874,Europe,Desktop,2025-02-01,2025-02-07,4,False,,0.0,Facebook Ads,Retargeting
874,875,U00875,Europe,Desktop,2025-02-09,2025-02-11,2,False,,0.0,Google Ads,Generic Search
875,876,U00876,North America,Tablet,2025-01-19,2025-02-03,6,False,,0.0,TikTok Ads,UGC Campaign
876,877,U00877,South America,Mobile,2025-04-20,2025-05-05,9,False,,0.0,Google Ads,Brand Search
877,878,U00878,Europe,Mobile,2025-04-29,2025-05-20,7,False,,0.0,Organic Search,Organic Landing
878,879,U00879,Europe,Desktop,2025-04-30,2025-05-08,4,False,,0.0,TikTok Ads,Influencer Push
879,880,U00880,South America,Tablet,2025-01-16,2025-01-21,3,False,,0.0,Google Ads,Competitor Search
880,881,U00881,South America,Mobile,2025-06-26,2025-07-01,3,False,,0.0,Google Ads,Competitor Search
881,882,U00882,Europe,Mobile,2025-05-10,2025-05-24,6,False,,0.0,Google Ads,Competitor Search
882,883,U00883,Europe,Desktop,2025-06-03,2025-06-06,2,False,,0.0,TikTok Ads,Awareness Blast
883,884,U00884,Asia Pacific,Desktop,2025-06-03,2025-06-03,4,False,,0.0,Google Ads,Brand Search
884,885,U00885,Europe,Tablet,2025-04-27,2025-05-11,5,False,,0.0,Facebook Ads,Lookalike Audience
885,886,U00886,South America,Mobile,2025-01-10,2025-01-21,6,False,,0.0,TikTok Ads,Awareness Blast
886,887,U00887,Europe,Tablet,2025-01-01,2025-01-16,7,False,,0.0,Google Ads,Competitor Search
887,888,U00888,Europe,Tablet,2025-06-16,2025-06-22,3,False,,0.0,TikTok Ads,Awareness Blast
888,889,U00889,South America,Mobile,2025-04-02,2025-04-12,6,False,,0.0,Google Ads,Generic Search
889,890,U00890,North America,Tablet,2025-02-14,2025-02-24,5,False,,0.0,Organic Search,SEO Blog
890,891,U00891,North America,Desktop,2025-02-01,2025-02-03,2,False,,0.0,TikTok Ads,Awareness Blast
891,892,U00892,Europe,Mobile,2025-02-05,2025-02-17,5,False,,0.0,Organic Search,Organic Landing
892,893,U00893,Asia Pacific,Mobile,2025-03-12,2025-03-24,6,False,,0.0,Organic Search,SEO Blog
893,894,U00894,Europe,Desktop,2025-04-22,2025-05-08,6,False,,0.0,Facebook Ads,Retargeting
894,895,U00895,Asia Pacific,Tablet,2025-01-12,2025-01-22,5,False,,0.0,Organic Search,SEO Blog
895,896,U00896,South America,Tablet,2025-03-28,2025-04-11,5,False,,0.0,TikTok Ads,Influencer Push
896,897,U00897,Europe,Mobile,2025-05-02,2025-05-11,6,False,,0.0,TikTok Ads,Influencer Push
897,898,U00898,North America,Mobile,2025-01-30,2025-02-08,4,False,,0.0,Organic Search,SEO Blog
898,899,U00899,South America,Mobile,2025-02-19,2025-02-25,3,False,,0.0,Google Ads,Generic Search
899,900,U00900,Asia Pacific,Tablet,2025-01-06,2025-01-21,7,False,,0.0,Facebook Ads,Lookalike Audience
900,901,U00901,North America,Tablet,2025-05-22,2025-05-29,3,False,,0.0,TikTok Ads,Influencer Push
901,902,U00902,Europe,Desktop,2025-04-04,2025-04-23,7,False,,0.0,Organic Search,SEO Blog
902,903,U00903,Europe,Desktop,2025-03-16,2025-03-31,6,False,,0.0,Google Ads,Competitor Search
903,904,U00904,Europe,Desktop,2025-04-08,2025-04-17,5,False,,0.0,Organic Search,SEO Blog
904,905,U00905,Europe,Mobile,2025-02-03,2025-02-07,2,False,,0.0,Facebook Ads,Lookalike Audience
905,906,U00906,Europe,Mobile,2025-01-03,2025-01-10,4,False,,0.0,Facebook Ads,Lookalike Audience
906,907,U00907,North America,Desktop,2025-02-11,2025-02-23,4,False,,0.0,TikTok Ads,Awareness Blast
907,908,U00908,South America,Mobile,2025-01-21,2025-02-01,6,False,,0.0,Organic Search,SEO Blog
908,909,U00909,North America,Mobile,2025-01-14,2025-01-23,4,False,,0.0,Facebook Ads,Retargeting
909,910,U00910,Asia Pacific,Desktop,2025-05-15,2025-05-18,3,False,,0.0,TikTok Ads,Influencer Push
910,911,U00911,North America,Mobile,2025-03-02,2025-03-17,7,False,,0.0,Facebook Ads,Retargeting
911,912,U00912,Asia Pacific,Tablet,2025-03-09,2025-03-17,4,False,,0.0,Facebook Ads,Retargeting
912,913,U00913,Asia Pacific,Mobile,2025-05-05,2025-05-12,5,True,2025-05-13,1132.32,Organic Search,SEO Blog
913,914,U00914,Asia Pacific,Mobile,2025-06-10,2025-06-25,6,True,2025-06-17,855.69,Google Ads,Generic Search
914,915,U00915,North America,Desktop,2025-01-05,2025-01-16,4,False,,0.0,TikTok Ads,Influencer Push
915,916,U00916,North America,Mobile,2025-03-28,2025-04-02,2,True,2025-04-03,257.79,Organic Search,SEO Blog
916,917,U00917,Asia Pacific,Mobile,2025-02-06,2025-02-14,4,False,,0.0,Organic Search,SEO Blog
917,918,U00918,Asia Pacific,Tablet,2025-05-29,2025-06-09,7,False,,0.0,Facebook Ads,Retargeting
918,919,U00919,Europe,Desktop,2025-04-07,2025-04-26,7,False,,0.0,Google Ads,Competitor Search
919,920,U00920,South America,Tablet,2025-03-06,2025-03-08,2,False,,0.0,Organic Search,SEO Blog
920,921,U00921,Europe,Desktop,2025-06-20,2025-07-01,4,False,,0.0,Facebook Ads,Winter Sale
921,922,U00922,South America,Tablet,2025-03-19,2025-03-26,4,True,2025-03-26,176.76,Organic Search,SEO Blog
922,923,U00923,Europe,Tablet,2025-01-01,2025-01-04,2,False,,0.0,Organic Search,Organic Landing
923,924,U00924,North America,Tablet,2025-01-24,2025-01-26,2,False,,0.0,Organic Search,SEO Blog
924,925,U00925,Asia Pacific,Mobile,2025-02-27,2025-03-17,7,False,,0.0,Google Ads,Brand Search
925,926,U00926,Europe,Mobile,2025-02-15,2025-02-20,6,False,,0.0,Facebook Ads,Retargeting
926,927,U00927,North America,Desktop,2025-06-17,2025-06-20,2,False,,0.0,Facebook Ads,Retargeting
927,928,U00928,North America,Mobile,2025-02-09,2025-02-16,6,False,,0.0,Facebook Ads,Retargeting
928,929,U00929,Europe,Mobile,2025-03-06,2025-03-07,3,False,,0.0,Facebook Ads,Winter Sale
929,930,U00930,Europe,Desktop,2025-02-15,2025-02-18,2,True,2025-02-19,437.29,Google Ads,Generic Search
930,931,U00931,Asia Pacific,Desktop,2025-05-04,2025-05-08,2,False,,0.0,Google Ads,Brand Search
931,932,U00932,Asia Pacific,Desktop,2025-01-08,2025-01-09,2,False,,0.0,Facebook Ads,Retargeting
932,933,U00933,Europe,Tablet,2025-04-13,2025-04-28,7,True,2025-04-30,1128.52,TikTok Ads,UGC Campaign
933,934,U00934,South America,Tablet,2025-05-05,2025-05-19,7,False,,0.0,Organic Search,Organic Landing
934,935,U00935,Europe,Desktop,2025-04-17,2025-05-05,7,False,,0.0,Facebook Ads,Retargeting
935,936,U00936,Asia Pacific,Tablet,2025-06-04,2025-06-14,4,False,,0.0,TikTok Ads,UGC Campaign
936,937,U00937,South America,Desktop,2025-05-24,2025-05-25,2,False,,0.0,Google Ads,Competitor Search
937,938,U00938,South America,Tablet,2025-06-15,2025-06-20,4,True,2025-06-19,301.81,TikTok Ads,Influencer Push
938,939,U00939,Europe,Mobile,2025-03-08,2025-03-17,6,False,,0.0,TikTok Ads,UGC Campaign
939,940,U00940,South America,Desktop,2025-01-30,2025-02-13,6,False,,0.0,Google Ads,Brand Search
940,941,U00941,North America,Tablet,2025-04-18,2025-04-29,4,False,,0.0,TikTok Ads,Influencer Push
941,942,U00942,Asia Pacific,Desktop,2025-01-05,2025-01-06,2,False,,0.0,Google Ads,Generic Search
942,943,U00943,South America,Mobile,2025-04-02,2025-04-25,7,False,,0.0,Organic Search,Organic Landing
943,944,U00944,Europe,Desktop,2025-04-04,2025-04-17,7,True,2025-04-15,266.25,TikTok Ads,UGC Campaign
944,945,U00945,Asia Pacific,Mobile,2025-03-16,2025-04-03,6,False,,0.0,Organic Search,Organic Landing
945,946,U00946,Asia Pacific,Tablet,2025-01-05,2025-01-06,3,False,,0.0,Google Ads,Brand Search
946,947,U00947,South America,Desktop,2025-06-05,2025-06-14,4,False,,0.0,Google Ads,Brand Search
947,948,U00948,Europe,Desktop,2025-04-26,2025-04-30,2,True,2025-05-01,377.72,Organic Search,SEO Blog
948,949,U00949,South America,Mobile,2025-04-22,2025-04-26,3,False,,0.0,Organic Search,SEO Blog
949,950,U00950,Europe,Tablet,2025-02-16,2025-02-25,4,False,,0.0,Organic Search,SEO Blog
950,951,U00951,Europe,Mobile,2025-06-21,2025-06-25,3,False,,0.0,TikTok Ads,Influencer Push
951,952,U00952,Europe,Mobile,2025-06-06,2025-06-12,4,False,,0.0,TikTok Ads,Awareness Blast
952,953,U00953,South America,Tablet,2025-05-17,2025-05-30,5,False,,0.0,Facebook Ads,Lookalike Audience
953,954,U00954,Asia Pacific,Tablet,2025-02-16,2025-03-08,7,False,,0.0,Google Ads,Brand Search
954,955,U00955,South America,Mobile,2025-06-25,2025-06-29,2,False,,0.0,Organic Search,SEO Blog
955,956,U00956,South America,Desktop,2025-05-26,2025-06-13,6,True,2025-06-05,906.14,Facebook Ads,Lookalike Audience
956,957,U00957,Europe,Desktop,2025-01-25,2025-02-07,5,False,,0.0,Facebook Ads,Retargeting
957,958,U00958,South America,Desktop,2025-04-07,2025-04-07,2,False,,0.0,TikTok Ads,UGC Campaign
958,959,U00959,Europe,Desktop,2025-06-11,2025-06-16,4,False,,0.0,Facebook Ads,Lookalike Audience
959,960,U00960,Asia Pacific,Mobile,2025-04-13,2025-04-17,3,False,,0.0,Facebook Ads,Lookalike Audience
960,961,U00961,Asia Pacific,Mobile,2025-06-05,2025-06-08,2,False,,0.0,TikTok Ads,Influencer Push
961,962,U00962,Europe,Tablet,2025-04-05,2025-04-15,5,False,,0.0,Facebook Ads,Retargeting
962,963,U00963,South America,Tablet,2025-04-20,2025-05-05,7,True,2025-05-07,555.31,TikTok Ads,Awareness Blast
963,964,U00964,South America,Mobile,2025-01-11,2025-01-17,5,False,,0.0,Google Ads,Brand Search
964,965,U00965,Asia Pacific,Mobile,2025-05-14,2025-05-31,7,False,,0.0,Google Ads,Brand Search
965,966,U00966,North America,Tablet,2025-02-23,2025-03-01,3,False,,0.0,Organic Search,SEO Blog
966,967,U00967,Asia Pacific,Desktop,2025-04-20,2025-05-01,5,False,,0.0,Facebook Ads,Winter Sale
967,968,U00968,Asia Pacific,Tablet,2025-04-29,2025-05-07,6,False,,0.0,TikTok Ads,UGC Campaign
968,969,U00969,North America,Mobile,2025-02-22,2025-02-28,4,False,,0.0,Google Ads,Brand Search
969,970,U00970,Europe,Mobile,2025-06-09,2025-06-22,6,False,,0.0,TikTok Ads,Awareness Blast
970,971,U00971,South America,Mobile,2025-03-11,2025-03-25,6,False,,0.0,Organic Search,SEO Blog
971,972,U00972,North America,Tablet,2025-05-05,2025-05-16,7,False,,0.0,Facebook Ads,Winter Sale
972,973,U00973,Asia Pacific,Mobile,2025-02-17,2025-03-05,7,True,2025-03-05,211.75,Facebook Ads,Retargeting
973,974,U00974,South America,Desktop,2025-04-27,2025-04-30,2,False,,0.0,Facebook Ads,Lookalike Audience
974,975,U00975,South America,Mobile,2025-04-18,2025-04-24,6,False,,0.0,Organic Search,SEO Blog
975,976,U00976,North America,Tablet,2025-02-27,2025-03-05,3,False,,0.0,Organic Search,Organic Landing
976,977,U00977,Asia Pacific,Tablet,2025-05-31,2025-06-17,7,False,,0.0,Facebook Ads,Lookalike Audience
977,978,U00978,South America,Mobile,2025-06-08,2025-06-13,6,False,,0.0,Facebook Ads,Lookalike Audience
978,979,U00979,North America,Mobile,2025-06-23,2025-07-01,4,False,,0.0,TikTok Ads,Awareness Blast
979,980,U00980,South America,Desktop,2025-01-15,2025-01-22,5,False,,0.0,Facebook Ads,Lookalike Audience
980,981,U00981,South America,Tablet,2025-03-01,2025-03-07,4,False,,0.0,Google Ads,Competitor Search
981,982,U00982,Europe,Tablet,2025-01-25,2025-01-27,4,False,,0.0,TikTok Ads,UGC Campaign
982,983,U00983,North America,Mobile,2025-03-16,2025-03-23,3,False,,0.0,Organic Search,SEO Blog
983,984,U00984,Europe,Mobile,2025-02-24,2025-03-12,7,False,,0.0,Google Ads,Competitor Search
984,985,U00985,Asia Pacific,Tablet,2025-05-21,2025-06-01,6,False,,0.0,Organic Search,SEO Blog
985,986,U00986,Asia Pacific,Mobile,2025-02-13,2025-02-28,7,False,,0.0,Google Ads,Brand Search
986,987,U00987,Asia Pacific,Mobile,2025-01-11,2025-01-21,4,False,,0.0,Organic Search,SEO Blog
987,988,U00988,Asia Pacific,Mobile,2025-04-05,2025-04-18,7,False,,0.0,Facebook Ads,Winter Sale
988,989,U00989,North America,Desktop,2025-03-19,2025-03-27,4,True,2025-03-28,75.77,Facebook Ads,Winter Sale
989,990,U00990,Asia Pacific,Mobile,2025-05-08,2025-05-18,5,False,,0.0,Facebook Ads,Winter Sale
990,991,U00991,Europe,Mobile,2025-01-14,2025-01-21,3,False,,0.0,TikTok Ads,Awareness Blast
991,992,U00992,North America,Tablet,2025-03-20,2025-03-27,4,False,,0.0,Google Ads,Brand Search
992,993,U00993,North America,Tablet,2025-01-20,2025-02-03,7,False,,0.0,Google Ads,Competitor Search
993,994,U00994,Asia Pacific,Desktop,2025-05-21,2025-05-30,6,False,,0.0,TikTok Ads,Awareness Blast
994,995,U00995,Europe,Mobile,2025-01-28,2025-01-31,2,False,,0.0,Google Ads,Generic Search
995,996,U00996,South America,Desktop,2025-06-03,2025-06-11,4,False,,0.0,Organic Search,Organic Landing
996,997,U00997,South America,Desktop,2025-02-06,2025-02-11,3,False,,0.0,Organic Search,SEO Blog
997,998,U00998,North America,Desktop,2025-05-30,2025-06-15,6,True,2025-06-11,341.97,Google Ads,Brand Search
998,999,U00999,North America,Tablet,2025-02-08,2025-02-10,4,True,2025-02-12,508.07,TikTok Ads,UGC Campaign
999,1000,U01000,Asia Pacific,Mobile,2025-06-02,2025-06-09,5,False,,0.0,Organic Search,Organic Landing
1000,1001,U01001,Asia Pacific,Tablet,2025-05-02,2025-05-19,5,False,,0.0,Google Ads,Competitor Search
1001,1002,U01002,North America,Mobile,2025-01-11,2025-01-25,7,False,,0.0,Google Ads,Competitor Search
1002,1003,U01003,Asia Pacific,Tablet,2025-02-14,2025-02-28,6,False,,0.0,Facebook Ads,Winter Sale
1003,1004,U01004,South America,Tablet,2025-04-16,2025-04-30,7,False,,0.0,Google Ads,Brand Search
1004,1005,U01005,North America,Desktop,2025-04-22,2025-04-27,3,False,,0.0,Google Ads,Competitor Search
1005,1006,U01006,North America,Desktop,2025-04-27,2025-05-06,3,False,,0.0,Facebook Ads,Winter Sale
1006,1007,U01007,South America,Mobile,2025-04-30,2025-05-01,4,False,,0.0,TikTok Ads,UGC Campaign
1007,1008,U01008,South America,Mobile,2025-02-10,2025-02-15,3,True,2025-02-17,324.03,TikTok Ads,Awareness Blast
1008,1009,U01009,South America,Mobile,2025-04-10,2025-04-12,4,False,,0.0,Facebook Ads,Retargeting
1009,1010,U01010,Europe,Tablet,2025-01-03,2025-01-15,5,False,,0.0,Google Ads,Generic Search
1010,1011,U01011,Europe,Desktop,2025-05-16,2025-05-24,3,False,,0.0,Facebook Ads,Winter Sale
1011,1012,U01012,Europe,Mobile,2025-03-29,2025-04-06,5,False,,0.0,TikTok Ads,Awareness Blast
1012,1013,U01013,North America,Tablet,2025-01-12,2025-01-13,2,False,,0.0,Google Ads,Generic Search
1013,1014,U01014,Asia Pacific,Mobile,2025-02-20,2025-03-02,5,True,2025-02-25,974.63,Organic Search,Organic Landing
1014,1015,U01015,North America,Desktop,2025-02-09,2025-02-13,3,False,,0.0,Organic Search,SEO Blog
1015,1016,U01016,Europe,Desktop,2025-03-23,2025-03-31,3,False,,0.0,Organic Search,Organic Landing
1016,1017,U01017,Asia Pacific,Tablet,2025-04-27,2025-05-05,3,False,,0.0,Google Ads,Generic Search
1017,1018,U01018,Europe,Mobile,2025-06-12,2025-06-28,6,False,,0.0,Organic Search,Organic Landing
1018,1019,U01019,Europe,Mobile,2025-05-29,2025-06-06,4,False,,0.0,TikTok Ads,Awareness Blast
1019,1020,U01020,Asia Pacific,Mobile,2025-01-24,2025-02-13,7,False,,0.0,Google Ads,Generic Search
1020,1021,U01021,South America,Desktop,2025-02-04,2025-02-09,3,False,,0.0,TikTok Ads,Influencer Push
1021,1022,U01022,Europe,Tablet,2025-06-10,2025-06-21,7,False,,0.0,Facebook Ads,Retargeting
1022,1023,U01023,South America,Desktop,2025-05-21,2025-06-04,7,False,,0.0,Organic Search,SEO Blog
1023,1024,U01024,South America,Desktop,2025-04-15,2025-04-30,6,False,,0.0,Organic Search,SEO Blog
1024,1025,U01025,North America,Mobile,2025-05-03,2025-05-09,3,False,,0.0,TikTok Ads,Influencer Push
1025,1026,U01026,Asia Pacific,Tablet,2025-06-21,2025-06-26,2,False,,0.0,Facebook Ads,Retargeting
1026,1027,U01027,Europe,Tablet,2025-02-09,2025-02-26,7,False,,0.0,TikTok Ads,Awareness Blast
1027,1028,U01028,South America,Tablet,2025-02-06,2025-02-13,4,False,,0.0,Google Ads,Generic Search
1028,1029,U01029,Europe,Mobile,2025-01-26,2025-02-02,5,False,,0.0,Organic Search,Organic Landing
1029,1030,U01030,Europe,Desktop,2025-02-21,2025-02-26,3,False,,0.0,Facebook Ads,Retargeting
1030,1031,U01031,South America,Desktop,2025-06-05,2025-06-20,7,False,,0.0,Organic Search,Organic Landing
1031,1032,U01032,North America,Mobile,2025-02-28,2025-03-09,5,False,,0.0,TikTok Ads,Influencer Push
1032,1033,U01033,Europe,Desktop,2025-04-01,2025-04-15,7,False,,0.0,Google Ads,Generic Search
1033,1034,U01034,Europe,Mobile,2025-05-23,2025-05-29,3,False,,0.0,Organic Search,SEO Blog
1034,1035,U01035,Europe,Mobile,2025-06-29,2025-07-15,7,False,,0.0,Facebook Ads,Winter Sale
1035,1036,U01036,South America,Mobile,2025-02-06,2025-02-20,7,True,2025-02-22,1177.16,TikTok Ads,Influencer Push
1036,1037,U01037,North America,Desktop,2025-05-10,2025-05-15,2,False,,0.0,Organic Search,SEO Blog
1037,1038,U01038,South America,Desktop,2025-05-10,2025-05-31,7,True,2025-05-27,839.76,Google Ads,Generic Search
1038,1039,U01039,North America,Desktop,2025-06-10,2025-06-15,2,False,,0.0,TikTok Ads,UGC Campaign
1039,1040,U01040,South America,Desktop,2025-06-21,2025-06-26,4,True,2025-06-29,306.65,Facebook Ads,Retargeting
1040,1041,U01041,South America,Tablet,2025-06-25,2025-07-04,5,False,,0.0,Google Ads,Generic Search
1041,1042,U01042,South America,Tablet,2025-02-09,2025-02-25,6,True,2025-02-23,157.01,TikTok Ads,Awareness Blast
1042,1043,U01043,Asia Pacific,Tablet,2025-04-03,2025-04-18,6,False,,0.0,Google Ads,Competitor Search
1043,1044,U01044,South America,Desktop,2025-02-26,2025-03-02,4,True,2025-03-04,772.98,Google Ads,Generic Search
1044,1045,U01045,South America,Mobile,2025-04-10,2025-04-17,4,False,,0.0,TikTok Ads,Awareness Blast
1045,1046,U01046,South America,Mobile,2025-02-28,2025-03-07,5,False,,0.0,TikTok Ads,Awareness Blast
1046,1047,U01047,South America,Tablet,2025-02-21,2025-02-24,2,False,,0.0,Facebook Ads,Winter Sale
1047,1048,U01048,South America,Mobile,2025-06-26,2025-07-11,7,False,,0.0,Organic Search,Organic Landing
1048,1049,U01049,South America,Mobile,2025-02-25,2025-03-03,3,False,,0.0,Facebook Ads,Winter Sale
1049,1050,U01050,South America,Desktop,2025-02-11,2025-02-17,5,False,,0.0,Google Ads,Competitor Search
1050,1051,U01051,South America,Mobile,2025-04-14,2025-04-18,3,False,,0.0,Organic Search,SEO Blog
1051,1052,U01052,North America,Desktop,2025-04-29,2025-05-15,6,False,,0.0,TikTok Ads,Influencer Push
1052,1053,U01053,South America,Mobile,2025-04-09,2025-04-09,2,False,,0.0,Organic Search,Organic Landing
1053,1054,U01054,Europe,Tablet,2025-05-19,2025-05-22,4,True,2025-05-23,803.93,TikTok Ads,Influencer Push
1054,1055,U01055,South America,Desktop,2025-02-05,2025-02-15,6,False,,0.0,TikTok Ads,UGC Campaign
1055,1056,U01056,South America,Tablet,2025-03-06,2025-03-11,3,False,,0.0,TikTok Ads,UGC Campaign
1056,1057,U01057,North America,Tablet,2025-05-03,2025-05-22,8,False,,0.0,Google Ads,Brand Search
1057,1058,U01058,Asia Pacific,Mobile,2025-06-06,2025-06-14,4,False,,0.0,Google Ads,Brand Search
1058,1059,U01059,Asia Pacific,Desktop,2025-06-06,2025-06-12,3,False,,0.0,TikTok Ads,Influencer Push
1059,1060,U01060,North America,Desktop,2025-02-23,2025-03-10,7,False,,0.0,TikTok Ads,UGC Campaign
1060,1061,U01061,Asia Pacific,Mobile,2025-01-23,2025-01-27,3,False,,0.0,Google Ads,Competitor Search
1061,1062,U01062,Europe,Desktop,2025-05-27,2025-06-01,4,False,,0.0,TikTok Ads,Influencer Push
1062,1063,U01063,South America,Tablet,2025-01-29,2025-02-11,6,False,,0.0,Google Ads,Brand Search
1063,1064,U01064,South America,Desktop,2025-03-26,2025-03-28,3,False,,0.0,Organic Search,Organic Landing
1064,1065,U01065,Europe,Desktop,2025-05-05,2025-05-09,3,False,,0.0,TikTok Ads,Awareness Blast
